"year","manufacturer","type","gearshift","fuel","distance","city","price"
1952,"BSA","350","Manual","Bensin",20000,"Kota Jakarta Timur",140
2008,"Nissan","Livina 1.5 A/T","Otomatis","Bensin",170000,"Indonesia",70
2014,"Honda","Jazz RS A/T","Otomatis","Bensin",86000,"Indonesia",170
2012,"Nissan","Evalia XV","Manual","Bensin",30,"Indonesia",97
2016,"Mercedes-Benz","C200 AMG","Otomatis","Bensin",13000,"Kota Jkt Utara",585
2012,"Toyota","Alphard SC Prem Sound","Otomatis","Bensin",58800,"Tangerang",430
2002,"Honda","CR-V 2.0 A/T","Otomatis","Bensin",190000,"Indonesia",65
2018,"Tata","Xenon","Manual","Solar",8100,"Kota Jakarta Pusat",145
2017,"Suzuki","Ertiga 1.4 GL Manual Harga k...","Manual","Bensin",44950,"Tangerang Selatan",131
2014,"Honda","Mobilio 1.5 RS Automatic Harg...","Otomatis","Bensin",112850,"Tangerang Selatan",133
2016,"Daihatsu","Terios","Otomatis","Bensin",34650,"Tangerang Selatan",150
2012,"Mazda","2","Otomatis","Bensin",72000,"Jakarta Pusat",98
2013,"Nissan","Evalia","Manual","Bensin",172000,"Surabaya",86
2012,"Chevrolet","Aveo LT A/T","Otomatis","Bensin",64000,"Malang",115
2011,"Daihatsu","Xenia Xi Deluxe Plus M/T","Manual","Bensin",130,"Indonesia",86
2014,"Daihatsu","Terios TX Adventure M/T","Manual","Bensin",33250,"Indonesia",150
2016,"Nissan","X-Trail All New 2.5 CVT","Otomatis","Bensin",50000,"Jakarta Barat",270
2009,"Toyota","Fortuner 2.7 G Luxury","Otomatis","Bensin",183,"Indonesia",187
2013,"Toyota","Avanza All New G M/T","Manual","Bensin",89000,"Kota Tgr. Sel.",116
2010,"Suzuki","Swift","Otomatis","Bensin",170000,"Indonesia",1.03
2011,"Toyota","Kijang Innova E","Manual","Bensin",79,"Indonesia",135
2014,"Honda","Mobilio E","Otomatis","Bensin",70000,"Jakarta Pusat",125
2011,"Nissan","Serena Ct A/T","Otomatis","Bensin",104000,"Indonesia",110
2015,"Honda","Brio E","Manual","Bensin",39000,"Bandung",105
2014,"Daihatsu","Sirion","Manual","Bensin",53000,"Indonesia",95
2011,"Nissan","Juke","Otomatis","Bensin",94000,"Kota Jakarta Timur",105
2007,"Toyota","Harrier L-Premium","Otomatis","Bensin",84414,"Indonesia",160
2008,"Mercedes-Benz","B170","Otomatis","Bensin",105000,"Indonesia",132
2018,"Toyota","Fortuner vrz trd sportivo 2....","Otomatis","Solar",19000,"Kota SBY",458
2008,"Mini","Cooper clubman s turbo 1.6 a/t...","Otomatis","Bensin",15000,"Kota SBY",378
2018,"Toyota","Kijang Innova venturer lux 2...","Otomatis","Solar",16000,"Kota SBY",410
2009,"Hummer","H2 limousion hdtp usa 6.0 4x...","Otomatis","Bensin",11000,"Kota SBY",3.8
2014,"Volkswagen","Tiguan higline tsi 1.4 a...","Otomatis","Bensin",66000,"Kota SBY",230
2016,"Mercedes-Benz","C200 avg a/t Putih km...","Otomatis","Bensin",9000,"Kota SBY",610
2010,"Honda","CR-V 2.4 a/t darck moca istimewa","Otomatis","Bensin",91000,"Indonesia",158
2016,"Toyota","Alphard atpm 2.5 a/t Hitam f...","Otomatis","Bensin",35000,"Kota SBY",825
2010,"Honda","CR-V 2.4 a/t darck moca istimewa","Otomatis","Bensin",91000,"Indonesia",158
2016,"Toyota","Alphard atpm 2.5 a/t Hitam f...","Otomatis","Bensin",35000,"Kota SBY",825
2014,"Mazda","Biante skyactiv 2.0 a/t Putih...","Otomatis","Bensin",55000,"Kota SBY",220
2008,"Toyota","Kijang Innova e plus 2.0 m/t...","Manual","Bensin",122,"Kota SBY",115
2013,"Toyota","Kijang Innova G 2.5 diesel a...","Otomatis","Solar",100,"Kota SBY",220
2017,"Honda","Brio e satya 1.2 m/t Grey ful...","Manual","Bensin",22000,"Kota SBY",128
2015,"Honda","HR-V s 1.5 m/t Grey full orisinil","Manual","Bensin",52000,"Kota SBY",210
2016,"Honda","HR-V prestige 1.8 a/t Hitam i...","Otomatis","Bensin",53000,"Kota SBY",275
2010,"Ford","Everest xlt 2.5 diesel m/t sil...","Manual","Solar",122,"Kota SBY",149
2008,"Honda","Accord vtil 2.4 s/t Hitam ist...","Otomatis","Bensin",100,"Kota SBY",145
2014,"Ford","Ecosport titanium a/t hitam is...","Otomatis","Bensin",65000,"Kota SBY",148
2013,"Chevrolet","Captiva vcdi 2.0 diesel a...","Otomatis","Solar",62000,"Kota SBY",179
2011,"Mitsubishi","Pajero Sport Dakar 2.5 d...","Otomatis","Solar",95000,"Kota SBY",260
2013,"Chevrolet","Spin 1.2 LT M/T","Manual","Bensin",35000,"Indonesia",94
2012,"Mazda","CX-5 GT","Otomatis","Bensin",70,"Kota Jakarta Barat",187
2015,"Suzuki","Karimun Wagon R M/T","Manual","Bensin",15000,"Indonesia",79
2014,"Suzuki","Ertiga GX","Otomatis","Bensin",80000,"Indonesia",135
2018,"Toyota","Voxy","Otomatis","Bensin",16500,"Tangerang",390
2017,"Kawasaki","KLX 150 BF","Manual","Bensin",11210,"Indonesia",27
2008,"Honda","Jazz S A/T","Otomatis","Bensin",135000,"Pematang Siantar City",105
2012,"Toyota","Fortuner 2.5 G","Otomatis","Solar",50000,"Mangga Dua Plaza",240
2008,"Nissan","Grand Livina","Manual","Bensin",158362,"Indonesia",70
2012,"Toyota","Fortuner G Diesel 4x2","Otomatis","Solar",50000,"Bekasi",240
2014,"Mitsubishi","Pajero Sport GLS","Manual","Solar",62500,"Jl. Setia Budi",320
2017,"Toyota","Fortuner VRZ","Otomatis","Solar",11300,"Jakarta Barat",420
2016,"Daihatsu","Xenia Great New R M/T","Manual","Bensin",55000,"Indonesia",155
2005,"Toyota","Camry 2.4 G","Otomatis","Bensin",180000,"Jakarta Timur",67.5
2017,"Nissan","X-Trail All New 2.5 Xt A/T","Otomatis","Bensin",14000,"Kota Jakarta Barat",280
2019,"Mini","Cooper Countryman F60 non-S 1....","Otomatis","Bensin",3000,"Jl. Prof. DR. Supomo",629
2018,"Yamaha","YZF R15","Manual","Bensin",7000,"Kota Jakarta Timur",25
2012,"Toyota","Alphard 2.4 S","Otomatis","Bensin",64000,"Semarang",387
2008,"Honda","Accord 2.4 VTi-L A/T","Otomatis","Bensin",95000,"Indonesia",165
1992,"Honda","Civic Genio M/T","Manual","Bensin",5e+06,"Indonesia",40
2015,"Toyota","Avanza Grand 1.5 MT","Manual","Bensin",53000,"Kota Jakarta Pusat",136
2017,"Daihatsu","Ayla R Deluxe","Manual","Bensin",20500,"Lebak",106
2012,"Honda","Freed E PSD","Otomatis","Bensin",86000,"Kota Jakarta Selatan",148
2017,"Daihatsu","Terios","Otomatis","Bensin",22871,"Indonesia",180
2017,"Yamaha","YZF R15","Manual","Bensin",5000,"Indonesia",24
2015,"Toyota","Alphard 2.5","Otomatis","Bensin",46000,"Kota Jakarta Pusat",760
2010,"Toyota","Vios E M/T","Manual","Bensin",120000,"Depok",80
2001,"BMW","Z3 2.2 Triptonic","Otomatis","Bensin",56000,"Kota Jkt Utara",380
2014,"Toyota","Rush S trd at","Otomatis","Bensin",80000,"Bekasi",145
2003,"Toyota","Kijang 1.8 LSX EFi","Manual","Bensin",123456,"Semarang",77.5
2016,"Toyota","Kijang Innova G","Manual","Bensin",30000,"Bekasi",240
2016,"Toyota","Kijang","Otomatis","Bensin",20000,"Jakarta Pusat",239
2013,"Toyota","Agya","Otomatis","Bensin",40000,"Jakarta Pusat",82
2009,"Honda","Freed","Otomatis","Bensin",59646,"Malang",147
2018,"Suzuki","Ertiga GL","Manual","Bensin",111,"Tangerang",160
2016,"Honda","HR-V E CVT","Otomatis","Bensin",33000,"Indonesia",235
2016,"Daihatsu","Sirion D FMC Hatchback","Manual","Bensin",90000,"Indonesia",109.7
2009,"Hyundai","H1","Otomatis","Bensin",1e+05,"Tangerang",118.5
2015,"Daihatsu","Xenia R","Manual","Bensin",78277,"Bogor",117
2016,"Honda","Brio E M/T","Manual","Bensin",11000,"Indonesia",116
2001,"Honda","Civic","Manual","Bensin",55000,"Indonesia",98
2012,"BMW","X1 Diesel","Otomatis","Solar",80000,"Semarang",310
2013,"Lamborghini","Gallardo LP560-4 Spyder","Otomatis","Bensin",2800,"Kota SBY",3.65
2016,"Porsche","911 Carrera 2","Otomatis","Bensin",8000,"Kota Jkt Utara",3.15
2011,"Toyota","Crown Athlete","Otomatis","Bensin",30000,"Indonesia",685
2000,"Mercedes-Benz","S320 L","Otomatis","Bensin",110000,"Bandung",125
2014,"Mercedes-Benz","GL400","Otomatis","Bensin",30000,"Kota Jkt Utara",1.2
2013,"Lamborghini","Gallardo LP560-4 Spyder","Otomatis","Bensin",2800,"Kota SBY",3.65
2016,"Porsche","911 Carrera 2","Otomatis","Bensin",8000,"Kota Jkt Utara",3.15
2011,"Toyota","Crown Athlete","Otomatis","Bensin",30000,"Indonesia",685
2000,"Mercedes-Benz","S320 L","Otomatis","Bensin",110000,"Bandung",125
2014,"Mercedes-Benz","GL400","Otomatis","Bensin",30000,"Kota Jkt Utara",1.2
2003,"Mercedes-Benz","CLK240","Otomatis","Bensin",64000,"Kota Jkt Utara",450
2015,"Toyota","Vellfire Welcab","Otomatis","Bensin",9200,"Kota SBY",888
2014,"Mercedes-Benz","C250 AMG","Otomatis","Bensin",53000,"Kota Jkt Utara",630
2013,"Subaru","WRX STI","Otomatis","Bensin",29000,"Indonesia",450
2015,"Nissan","Serena HWS","Otomatis","Bensin",70000,"Kota Jkt Utara",220
2014,"Maserati","Ghibli S","Otomatis","Bensin",13000,"Bandung",1.15
2008,"Nissan","Livina XR","Otomatis","Bensin",165000,"Kota Jakarta Timur",76.5
2009,"Daihatsu","Xenia","Manual","Bensin",80000,"Kendal",80
2014,"Suzuki","Swift","Manual","Bensin",38000,"Indonesia",139
2013,"Mitsubishi","Mirage GLX M/T","Manual","Bensin",60000,"Indonesia",79
2011,"Daihatsu","Luxio","Otomatis","Bensin",121000,"Kota Jakarta Pusat",93
2017,"Toyota","Avanza","Manual","Bensin",36000,"Indonesia",150
2012,"Ford","Fiesta 1.4L trend","Otomatis","Bensin",102000,"Indonesia",90
2006,"Toyota","Kijang Innova 2.0V M/T","Manual","Bensin",2400,"Sukabumi",110
2013,"Honda","Jazz RS","Otomatis","Bensin",75000,"Tasikmalaya",170
2015,"Honda","Freed E PSD","Otomatis","Bensin",82000,"Tangerang Selatan",195
2016,"Daihatsu","Gran Max 1.3 Pick Up","Manual","Bensin",3800,"Jl. Bambu Apus II",79.5
2019,"Toyota","Calya","Otomatis","Bensin",10205,"Indonesia",28
2009,"Honda","Jazz RS","Otomatis","Bensin",120000,"Indonesia",119
2018,"Toyota","Rush S Trd A/T","Otomatis","Bensin",1,"Kota Bks",235
2011,"Daihatsu","Xenia Li Deluxe M/T","Manual","Bensin",1,"Kota Bks",82
2015,"Toyota","Avanza 1.5 Veloz A/T","Otomatis","Bensin",1,"Kota Bks",155
2014,"Toyota","Rush S Trd A/T","Otomatis","Bensin",1,"Kota Bks",155
2016,"Toyota","Sienta V 1.5 M/T","Manual","Bensin",1,"Kota Bks",168
2016,"Suzuki","Ertiga Gx","Manual","Bensin",1,"Bekasi",155
2011,"Daihatsu","Xenia R Deluxe","Manual","Bensin",1,"Kota Bks",110
2010,"Toyota","Kijang Innova 2.0 G","Manual","Bensin",1,"Bekasi",160
2010,"Toyota","Kijang Innova 2.0 G","Manual","Bensin",1,"Bekasi",160
2014,"Toyota","Avanza G","Manual","Bensin",1,"Bekasi",134
2013,"Toyota","Avanza G","Manual","Bensin",1,"Kota Bks",128
2012,"Nissan","March M/T","Manual","Bensin",1,"Kota Bks",98
2009,"Nissan","Livina 1.5 X-Gear A/T","Otomatis","Bensin",1,"Kota Bks",85
2017,"Suzuki","Baleno Hatchback","Otomatis","Bensin",1,"Kota Bks",175
2014,"Mitsubishi","Outlander Sport Sport Px A/T","Otomatis","Bensin",1,"Kota Bks",205
2018,"Mitsubishi","Xpander Exceed M/T","Manual","Bensin",1,"Kota Bks",205
2014,"Toyota","Avanza G","Manual","Bensin",1,"Bekasi",134
2013,"Daihatsu","Terios Ts Extra M/T","Manual","Bensin",1,"Kota Bks",128
2013,"Honda","Jazz Rs I-Vtec A/T","Otomatis","Bensin",1,"Indonesia",150
2011,"Toyota","Rush S A/T","Otomatis","Bensin",1,"Kota Bks",135
2013,"Nissan","Evalia Sv A/T","Otomatis","Bensin",1,"Kota Bks",100
2012,"Honda","Freed 1.5 Psd A/T","Otomatis","Bensin",1,"Kota Bks",145
2016,"Toyota","Agya G","Otomatis","Bensin",1,"Bekasi",112
2012,"Toyota","Avanza G","Manual","Bensin",1,"Bekasi",118
2013,"Honda","Brio E I-Vtec A/T","Otomatis","Bensin",1,"Bekasi",108
2013,"Toyota","Kijang Innova 2.5 G","Manual","Solar",1,"Bekasi",205
2015,"Honda","Brio E I-Vtec A/T","Otomatis","Bensin",1,"Bekasi",120
2014,"Kia","Rio Cvvt A/T","Otomatis","Bensin",1,"Bekasi",125
2014,"Suzuki","Splash A/T","Otomatis","Bensin",1,"Bekasi",100
2017,"Daihatsu","Sigra R Deluxe A/T","Otomatis","Bensin",1,"Kota Bks",120
2015,"Daihatsu","Sirion D M/T","Manual","Bensin",1,"Kota Bks",105
2012,"Toyota","Avanza G","Otomatis","Bensin",1,"Kota Bks",124
1994,"Toyota","Kijang Super","Manual","Bensin",250000,"Indonesia",55
2004,"Toyota","Alphard 2.4 G","Otomatis","Bensin",95000,"Malang",170
2003,"Honda","City idsi A/T","Otomatis","Bensin",70000,"Kebumen",65
2018,"Toyota","Voxy 2.0 A/T KM 14 RB","Otomatis","Bensin",14000,"Malang",405
2016,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",9
2018,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",10.5
2018,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",12.5
2018,"Honda","Motorcycles Sonic R","Manual","Bensin",1,"Indonesia",14.5
2018,"Yamaha","Yzf R15 Vva","Manual","Bensin",1,"Indonesia",28.5
2018,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",12.5
2017,"Honda","Motorcycles Cb 150R","Manual","Bensin",1,"Indonesia",16.5
2019,"Yamaha","Lexi","Otomatis","Bensin",1,"Indonesia",17
2012,"Kawasaki","Ninja 250 Fi","Manual","Bensin",1,"Indonesia",40
2018,"Suzuki","Nex Ii","Otomatis","Bensin",1,"Indonesia",10
2014,"Honda","Motorcycles Scoopy Fi","Otomatis","Bensin",1,"Indonesia",8.5
2018,"Honda","Motorcycles Supra Gtr","Manual","Bensin",1,"Indonesia",15
2017,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",12.5
2015,"Honda","Motorcycles Scoopy Fi","Otomatis","Bensin",1,"Indonesia",7
2018,"Yamaha","Nmax","Otomatis","Bensin",1,"Indonesia",25.5
2018,"Yamaha","Fino 125","Otomatis","Bensin",1,"Indonesia",13.5
2012,"Kawasaki","Er-6F","Manual","Bensin",1,"Indonesia",68.5
2019,"Yamaha","Freego","Otomatis","Bensin",1,"Indonesia",17.5
2018,"Honda","Motorcycles Cbr 150R","Manual","Bensin",1,"Indonesia",24
2019,"Yamaha","Mio S","Otomatis","Bensin",1,"Indonesia",10.5
2018,"Suzuki","Smash 110","Manual","Bensin",1,"Indonesia",8.25
2019,"Honda","Motorcycles Scoopy Esp","Otomatis","Bensin",1,"Indonesia",17.5
2018,"Honda","Motorcycles Vario 150","Otomatis","Bensin",1,"Indonesia",16.8
2018,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",12.5
2016,"Honda","Motorcycles Revo Fi","Manual","Bensin",1,"Indonesia",7.5
2014,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",7
2019,"Honda","Motorcycles Vario 150","Otomatis","Bensin",1,"Indonesia",17.8
2010,"Honda","Jazz RS A/T","Otomatis","Bensin",151000,"Indonesia",130
2012,"Toyota","Kijang Innova 2.5G A/T","Otomatis","Solar",1e+05,"Bandung",185.5
2014,"Suzuki","Karimun Wagon R Dilago M/T","Manual","Bensin",90000,"Indonesia",85
2014,"Toyota","Fortuner VNT TURBO","Otomatis","Solar",99798,"Indonesia",325
2014,"Mazda","2 R 1.5 AT Termurah nopol ganjil","Otomatis","Bensin",72000,"Kota Jkt Utara",125
2018,"Toyota","Agya 1.2 G TRD S A/T","Otomatis","Bensin",22150,"Indonesia",130
2016,"Nissan","Grand Livina","Otomatis","Bensin",53000,"Indonesia",143
2014,"Suzuki","Ertiga GX M/T","Manual","Bensin",68000,"Malang",142
2004,"BMW","318i E46 2.0 A/T","Otomatis","Bensin",70000,"Kota Jakarta Barat",110
2017,"Toyota","Calya 1.2 G M/T","Manual","Bensin",31000,"Malang",120
2012,"Mini","Cooper S Turbo Cabriolet","Otomatis","Bensin",3000,"Semarang",575
2008,"Nissan","Serena Ct","Otomatis","Bensin",131000,"Semarang",77.5
2014,"Toyota","Kijang Innova 2.0 E At","Otomatis","Bensin",1,"Semarang",175
2017,"Toyota","Calya G 1.2 At","Otomatis","Bensin",44000,"Semarang",121
2017,"Honda","Hr-V 1.5 E At","Otomatis","Bensin",28000,"Semarang",255
2012,"Honda","Cr-V 2.0 At","Otomatis","Bensin",1,"Semarang",170
2018,"Mitsubishi","Xpander Ultimate At","Otomatis","Bensin",48000,"Semarang",230
2012,"Daihatsu","Xenia M Deluxe","Manual","Bensin",116000,"Semarang",97
2014,"Toyota","Kijang Innova 2.5 G Dsl At","Otomatis","Solar",1,"Semarang",240
2008,"Honda","Cr-V 2.4 At","Otomatis","Bensin",148000,"Semarang",135
2014,"Suzuki","Karimun Wagon R Gs Mt","Manual","Bensin",66000,"Semarang",82.5
2017,"Toyota","Calya E 1.2 Mt","Manual","Bensin",38000,"Semarang",110
2014,"Toyota","Rush G Up Ultimo At","Otomatis","Bensin",1,"Semarang",140
2014,"Honda","Cr-V 2.4 Prestige At","Otomatis","Bensin",1,"Semarang",245
2014,"Toyota","Yaris G At","Otomatis","Bensin",1,"Semarang",160
2003,"Suzuki","Karimun Gx","Manual","Bensin",1,"Semarang",55
2008,"Toyota","Kijang Innova 2.5 G Dsl At","Otomatis","Solar",134000,"Semarang",160
2006,"Nissan","X-Trail 2.5 Xt At","Otomatis","Bensin",1,"Semarang",95
2011,"Toyota","Vellfire","Otomatis","Bensin",1,"Semarang",340
2011,"Toyota","Vellfire","Otomatis","Bensin",1,"Semarang",340
2010,"Toyota","Alphard 2.4 At","Otomatis","Bensin",1,"Semarang",325
2014,"Nissan","Grand Livina X-Gear 1.5 At","Otomatis","Bensin",1,"Semarang",145
2016,"Honda","Brio E At","Otomatis","Bensin",67000,"Semarang",125
2014,"Toyota","Agya Trd S At","Otomatis","Bensin",30000,"Semarang",95
2006,"Toyota","Avanza G 1.3 Mt","Manual","Bensin",50000,"Semarang",87
2013,"Nissan","Grand Livina 1.5 Xv At","Otomatis","Bensin",80000,"Semarang",125
2010,"Toyota","Land Cruiser Prado","Otomatis","Bensin",86000,"Semarang",490
2017,"Honda","Hr-V 1.5 E At","Otomatis","Bensin",15000,"Semarang",255
2015,"Suzuki","Ertiga Gl Mt","Manual","Bensin",57000,"Semarang",132
2011,"Honda","Jazz Rs At Mmc","Otomatis","Bensin",1,"Semarang",145
2016,"Honda","Jazz Rs At","Otomatis","Bensin",1,"Semarang",212
2011,"Daihatsu","Terios Tx Adventure At","Otomatis","Bensin",1,"Semarang",135
2014,"Toyota","Kijang Innova 2.5 G Dsl At","Otomatis","Solar",1,"Semarang",230
2016,"Toyota","Rush S TRD Ultimo M/T","Manual","Bensin",47000,"Malang",195
2013,"Toyota","Avanza Veloz M/T","Manual","Bensin",90000,"Bandung",132.5
1997,"Toyota","Kijang LGX M/T","Manual","Bensin",3e+05,"Indonesia",53
2016,"Mitsubishi","Pajero Sport DAKAR","Otomatis","Solar",37000,"Jakarta Utara",415
2012,"Jeep","Renegade rubicon long 4D hitam...","Otomatis","Bensin",50000,"Kota Jakarta Selatan",675
2001,"Toyota","Land Cruiser VX 100","Otomatis","Solar",135000,"Kota SBY",430
2014,"Toyota","Avanza Veloz 1.5 A/T","Otomatis","Bensin",19657,"Bekasi",138
1997,"Timor","S 515i so","Manual","Bensin",18500,"Indonesia",21
2017,"Honda","HR-V Prestige 1.8 A/T","Otomatis","Bensin",33937,"Bekasi",288
2005,"Mitsubishi","Fuso Fm 517 H2 (4X2) Truck","Manual","Solar",1,"Indonesia",250
NA,NA,NA,"Manual","Solar",1,"Indonesia",580
NA,NA,NA,"Manual","Solar",1,"Indonesia",425
NA,NA,NA,"Manual","Solar",1,"Indonesia",175
NA,NA,NA,"Manual","Solar",1,"Indonesia",100
NA,NA,NA,"Manual","Solar",1,"Indonesia",200
NA,NA,NA,"Manual","Solar",1,"Indonesia",190
2015,"Mitsubishi","Fuso Fm 517 Hl Long Truck","Manual","Solar",1,"Indonesia",460
NA,NA,NA,"Manual","Solar",1,"Indonesia",565
NA,NA,NA,"Manual","Solar",1,"Indonesia",260
NA,NA,NA,"Manual","Solar",1,"Indonesia",200
2010,"Toyota","Kijang Innova G","Manual","Bensin",1,"Indonesia",135
2011,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",112
2017,"Daihatsu","Gran Max Blind Van","Manual","Bensin",1,"Indonesia",96.9
2014,"Kia","Rio","Otomatis","Bensin",1,"Tasikmalaya",129.5
2017,"Daihatsu","Ayla R","Manual","Bensin",1,"Indonesia",117
2014,"Ford","Ranger Wildtrak","Otomatis","Bensin",1,"Indonesia",289
2015,"Honda","Hr-V E","Otomatis","Bensin",1,"Indonesia",235
2005,"Toyota","Kijang Innova G","Manual","Bensin",1,"Indonesia",109
2012,"Kia","Rio Se","Otomatis","Bensin",1,"Indonesia",119
2010,"Mazda","2 R","Otomatis","Bensin",1,"Indonesia",109
2015,"Daihatsu","Xenia X","Manual","Bensin",1,"Indonesia",125
2017,"Suzuki","Ertiga Gx","Otomatis","Bensin",1,"Indonesia",165
2004,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",80
2010,"Honda","Freed Psd","Otomatis","Bensin",1,"Indonesia",138
2009,"Toyota","Fortuner G","Otomatis","Solar",1,"Indonesia",225
2010,"Honda","Jazz Rs","Otomatis","Bensin",1,"Bandung",145
2015,"Toyota","Rush Trd","Manual","Bensin",1,"Bandung",179
2017,"Honda","Hr-V E","Otomatis","Bensin",1,"Bandung",249
2010,"Toyota","Kijang Innova G","Manual","Bensin",1,"Medan",143
2014,"Honda","Mobilio S","Manual","Bensin",1,"Indonesia",136
2013,"Nissan","March 1.2","Manual","Bensin",1,"Indonesia",98
2009,"Mitsubishi","Pajero Sport Exceed","Otomatis","Solar",1,"Indonesia",228
2012,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",117.5
2014,"Toyota","Avanza Veloz","Otomatis","Bensin",1,"Indonesia",136.9
2018,"Honda","Hr-V E","Otomatis","Bensin",1,"Indonesia",275
2014,"Toyota","Agya Trd","Manual","Bensin",1,"Indonesia",90
2008,"Honda","Cr-V 2.0","Manual","Bensin",1,"Indonesia",130
2014,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",136
2018,"Daihatsu","Terios All New R","Otomatis","Bensin",1,"Indonesia",216
2019,"Toyota","Hilux G","Manual","Solar",1,"Indonesia",380
2019,"Toyota","Hilux G","Manual","Solar",1,"Indonesia",380
2011,"Suzuki","Sx4 X-Over","Otomatis","Bensin",1,"Indonesia",112
2017,"Suzuki","Sx4 S-Cross","Otomatis","Bensin",1,"Indonesia",182.5
2015,"Suzuki","Apv Blind Van","Manual","Bensin",1,"Indonesia",92
2008,"Honda","Jazz S","Otomatis","Bensin",1,"Indonesia",110
2015,"Daihatsu","Gran Max D","Manual","Bensin",1,"Indonesia",82.8
2017,"Suzuki","Mega Carry Pick Up","Manual","Bensin",1,"Indonesia",92.8
2009,"Toyota","Rush S","Otomatis","Bensin",1,"Indonesia",114.8
2001,"Toyota","Harrier G","Otomatis","Bensin",1,"Indonesia",39
2017,"Daihatsu","Ayla X","Otomatis","Bensin",1,"Bandung",98
2006,"Toyota","Kijang Innova G","Manual","Bensin",1,"Indonesia",108
2013,"Honda","Freed Psd","Otomatis","Bensin",1,"Medan",165
2016,"Toyota","Kijang Innova Reborn G","Manual","Solar",1,"Indonesia",285
2012,"Honda","Brio E","Otomatis","Bensin",1,"Indonesia",110
2015,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",145
2014,"Honda","Mobilio E","Otomatis","Bensin",1,"Indonesia",140
2013,"Nissan","Grand Livina Xv","Otomatis","Bensin",1,"Indonesia",105
2018,"Toyota","Calya G","Otomatis","Bensin",1,"Indonesia",110
2016,"Toyota","Kijang Innova Reborn V","Manual","Solar",1,"Indonesia",310
2018,"Mitsubishi","Strada Triton Gls","Manual","Solar",1,"Indonesia",340
2012,"Toyota","Yaris Trd","Manual","Bensin",1,"Indonesia",125
2018,"Toyota","Yaris Trd","Manual","Bensin",1,"Indonesia",215
2018,"Toyota","Rush S","Manual","Bensin",1,"Indonesia",235
2017,"Suzuki","Ertiga Gx","Otomatis","Bensin",1,"Indonesia",162
2014,"Toyota","Avanza Veloz","Otomatis","Bensin",1,"Bandung",139
2018,"Suzuki","Sx4 S-Cross","Otomatis","Bensin",1,"Medan",220
2012,"Mercedes-Benz","C200 W204","Otomatis","Bensin",1,"Bandung",299
2010,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",110
2012,"Toyota","Fortuner Trd","Otomatis","Bensin",1,"Indonesia",215
2011,"Mitsubishi","Lancer Ex","Otomatis","Bensin",1,"Indonesia",211
2014,"Daihatsu","Gran Max D","Manual","Bensin",1,"Indonesia",85.5
2013,"Kia","Picanto Se","Manual","Bensin",1,"Indonesia",88.8
2017,"Daihatsu","Xenia R","Otomatis","Bensin",1,"Indonesia",147.5
2018,"Datsun","Go +Panca","Manual","Bensin",1,"Indonesia",94.9
2015,"Toyota","Avanza Veloz","Manual","Bensin",1,"Medan",160
2007,"Nissan","X-Trail","Manual","Bensin",1,"Indonesia",88
2014,"Toyota","Yaris G","Manual","Bensin",1,"Indonesia",169
2013,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",134
2011,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",114
2007,"Toyota","Vios G","Manual","Bensin",1,"Indonesia",65
2016,"Honda","Hr-V S","Otomatis","Bensin",1,"Tasikmalaya",217
2013,"Nissan","Evalia Xv 1.5 (Mt)","Manual","Bensin",1,"Indonesia",102
2012,"Mazda","Biante","Otomatis","Bensin",1,"Indonesia",200
2017,"Nissan","Grand Livina Hws","Otomatis","Bensin",1,"Indonesia",143.9
2018,"Toyota","Fortuner Vrz","Otomatis","Solar",1,"Indonesia",460
2014,"Honda","Mobilio E","Otomatis","Bensin",1,"Indonesia",135
2018,"Honda","Brio Satya","Otomatis","Bensin",1,"Indonesia",135
2015,"Suzuki","Ertiga Gl","Manual","Bensin",1,"Indonesia",120
2007,"Honda","Cr-V 2.4 I-Vtec","Otomatis","Bensin",1,"Indonesia",123
2014,"Toyota","Kijang Innova G","Otomatis","Bensin",1,"Indonesia",170
2016,"Toyota","Yaris Trd","Manual","Bensin",1,"Indonesia",180
2014,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",138
2014,"Daihatsu","Sirion D","Otomatis","Bensin",1,"Indonesia",108
2013,"Volkswagen","Tiguan Tsi","Otomatis","Bensin",1,"Bandung",232.5
2010,"Smart","Fortwo Cabrio Cabriolet","Otomatis","Bensin",1,"Bandung",200
