"year","manufacturer","type","gearshift","fuel","distance","city","price"
2017,"Toyota","Fortuner Vrz","Otomatis","Solar",17000,"Kabupaten Sleman",430
2015,"Toyota","Kijang Innova 2.0 G","Manual","Bensin",65000,"Kabupaten Sleman",195
2018,"Toyota","Kijang Innova 2.0 G","Manual","Bensin",26000,"Kabupaten Sleman",265
2013,"Honda","Brio S Cbu","Manual","Bensin",62000,"Indonesia",117
2012,"Jeep","Wrangler Sahara","Otomatis","Bensin",81000,"ID",835
2012,"Jeep","Wrangler Rubicon","Otomatis","Bensin",33000,"ID",825
2016,"Toyota","Calya G","Manual","Bensin",32000,"Kabupaten Sleman",119
2019,"Datsun","Cross","Otomatis","Bensin",7645,"Kabupaten Sleman",123
2011,"Toyota","Kijang Innova 2.0 G","Manual","Bensin",97000,"Kabupaten Sleman",160
2019,"Datsun","Cross","Otomatis","Bensin",7645,"Kabupaten Sleman",123
2011,"Toyota","Kijang Innova 2.0 G","Manual","Bensin",97000,"Kabupaten Sleman",160
2016,"Honda","Br-V E","Otomatis","Bensin",18000,"Kabupaten Sleman",169
2007,"Honda","Cr-V","Otomatis","Bensin",165000,"Kabupaten Sleman",139
2016,"Suzuki","Ertiga Gx","Otomatis","Bensin",27000,"Kabupaten Sleman",160
2013,"Toyota","Vios G","Otomatis","Bensin",80000,"Kabupaten Sleman",150
2013,"Honda","Cr-V","Otomatis","Bensin",53000,"Kabupaten Sleman",230
2007,"Honda","Accord I-Vtec","Otomatis","Bensin",95000,"Kabupaten Sleman",160
2012,"Toyota","Fortuner Vnt Trd","Otomatis","Solar",50292,"Kabupaten Sleman",275
2012,"Daihatsu","Terios Tx","Manual","Bensin",90803,"Kabupaten Sleman",137
2014,"Toyota","Vellfire","Otomatis","Bensin",1,"ID",525
2017,"Mitsubishi","Pajero Sport Dakar","Otomatis","Solar",8000,"ID",455
2012,"Mitsubishi","Outlander Sport Px","Otomatis","Bensin",1e+05,"Sleman",165
2000,"Daihatsu","Taft","Manual","Solar",210000,"Sleman",126
2008,"Honda","Cr-V","Otomatis","Bensin",176000,"Kabupaten Sleman",136
2008,"Suzuki","Swift","Otomatis","Bensin",154000,"Kabupaten Sleman",98
2007,"Daihatsu","Terios Tx","Otomatis","Bensin",147000,"Indonesia",109
2009,"Toyota","Camry 2.4V","Otomatis","Bensin",166510,"Kabupaten Sleman",175
2013,"Daihatsu","Xenia X","Manual","Bensin",105790,"Kabupaten Sleman",112
2002,"Porsche","911 996 Turbo","Otomatis","Bensin",16000,"Jakarta Selatan",1.7
2009,"Toyota","Camry V","Otomatis","Bensin",1e+05,"Kota Jakarta Timur",118
2015,"Toyota","Avanza Veloz","Otomatis","Bensin",80000,"Depok",155
2016,"Honda","Brio Rs","Manual","Bensin",1,"Kota Denpasar",142
2010,"Suzuki","Sx4 X-Over","Manual","Bensin",1,"Kota Denpasar",105
2010,"Nissan","Livina X-Gear","Otomatis","Bensin",1,"Indonesia",94
2014,"Daihatsu","Xenia R","Manual","Bensin",1,"Indonesia",127
2008,"Suzuki","Swift Gt2","Manual","Bensin",1,"Indonesia",94
2012,"Daihatsu","Xenia X","Manual","Bensin",81000,"Indonesia",115
2015,"Toyota","Avanza Veloz","Otomatis","Bensin",1,"Kota Denpasar",155
1997,"Mercedes-Benz","E230","Otomatis","Bensin",1,"Kota Denpasar",76
2006,"Honda","Jazz I-Vtec","Otomatis","Bensin",1,"Indonesia",95
2016,"Daihatsu","Ayla X","Otomatis","Bensin",1,"Indonesia",99
2013,"Toyota","Agya G","Manual","Bensin",70000,"Depok",105
2009,"Toyota","Fortuner G","Manual","Solar",1,"Indonesia",210
2017,"Toyota","Fortuner Vrz","Otomatis","Solar",1,"Indonesia",445
2011,"Honda","Freed Psd","Otomatis","Bensin",1,"Indonesia",133
2017,"Honda","Cr-V Turbo","Otomatis","Bensin",1,"Pekanbaru",388
2012,"Toyota","Rush Trd","Otomatis","Bensin",1,"Pekanbaru",135
2018,"Toyota","Rush Trd","Otomatis","Bensin",1,"Pekanbaru",238
2018,"Mitsubishi","Xpander Ultimate","Otomatis","Bensin",1,"Kota Denpasar",243
2010,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",97
2015,"Mitsubishi","Pajero Sport Gls","Manual","Solar",1,"Indonesia",280
2016,"Honda","Br-V E","Otomatis","Bensin",1,"Palembang",175
2013,"Mitsubishi","Pajero Sport Exceed","Otomatis","Solar",1,"Palembang",265
2013,"Daihatsu","Xenia X","Manual","Bensin",1,"Indonesia",100
2012,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",118
2012,"Toyota","Yaris E","Manual","Bensin",1,"Indonesia",126
2017,"Honda","Hr-V E","Otomatis","Bensin",1,"Palembang",260
2014,"Honda","Brio Satya E","Manual","Bensin",1,"Palembang",102
2014,"Toyota","Rush G","Manual","Bensin",1,"Indonesia",142
2019,"Suzuki","Carry Pick Up","Manual","Bensin",1,"Indonesia",105
2014,"Toyota","Kijang Innova G","Manual","Bensin",1,"Indonesia",175
2012,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",128
2018,"Toyota","Agya Trd S","Otomatis","Bensin",1,"Indonesia",138
2012,"Mitsubishi","Mirage Exceed","Otomatis","Bensin",1,"Indonesia",90
2013,"Nissan","March 1.2","Otomatis","Bensin",1,"Indonesia",88
2012,"Toyota","Yaris E","Otomatis","Bensin",90000,"Depok",120
2015,"Honda","Hr-V Prestige","Otomatis","Bensin",1,"Indonesia",330
2016,"Honda","Hr-V E","Otomatis","Bensin",1,"Indonesia",260
2013,"Toyota","Avanza 1.5 G","Manual","Bensin",60000,"Depok",130
2014,"Ford","Ecosport","Otomatis","Bensin",1,"Indonesia",133
2011,"Toyota","Fortuner G","Otomatis","Bensin",1,"Indonesia",229
2001,"Daihatsu","Taruna","Manual","Bensin",1,"Indonesia",62
2014,"Honda","Mobilio E Prestige","Otomatis","Bensin",78000,"Indonesia",133
2014,"Honda","Mobilio E","Otomatis","Bensin",1,"Banjarmasin",150
2016,"Honda","Brio E","Otomatis","Bensin",1,"Banjarmasin",135
2014,"Honda","Brio Satya","Manual","Bensin",1,"Indonesia",105
2011,"Suzuki","Karimun Estilo","Manual","Bensin",1,"Kota Denpasar",69
2016,"Toyota","Kijang Innova V","Otomatis","Solar",1,"Pekanbaru",318
2013,"Toyota","Avanza G","Manual","Bensin",80000,"Indonesia",130
2010,"Toyota","Kijang Innova G","Manual","Bensin",1,"Indonesia",148
2018,"Toyota","Avanza Veloz","Otomatis","Bensin",1,"Indonesia",190
2015,"Honda","Cr-V 2.4","Otomatis","Bensin",1,"Indonesia",315
2016,"Toyota","Agya Trd","Manual","Bensin",1,"Banjarmasin",99
2018,"Toyota","Vellfire Z","Otomatis","Bensin",1,"Pekanbaru",295
2017,"Nissan","X-Trail","Otomatis","Bensin",1,"Pekanbaru",285
2012,"Nissan","Grand Livina Sv","Otomatis","Bensin",1,"Pekanbaru",98
2014,"Daihatsu","Xenia R","Manual","Bensin",1,"Kota Denpasar",127
2011,"Honda","Cr-V 2.4","Otomatis","Bensin",1,"Indonesia",160
2007,"Suzuki","Grand Vitara Jlx","Manual","Bensin",1,"Indonesia",115
2016,"Mitsubishi","Pajero Sport Dakar","Otomatis","Solar",1,"Indonesia",420
2017,"Nissan","Grand Livina Sv","Manual","Bensin",1,"Indonesia",130
2013,"Toyota","Rush Trd S","Manual","Bensin",1,"Indonesia",148
2013,"Toyota","Yaris Trd S","Manual","Bensin",1,"Indonesia",130
2007,"Toyota","Fortuner G","Otomatis","Bensin",1,"Indonesia",170
2016,"Mitsubishi","Pajero Sport Glx","Manual","Solar",1,"Indonesia",365
2018,"Honda","Brio Satya E","Otomatis","Bensin",1,"Indonesia",138
2014,"Mitsubishi","Pajero Sport Dakar","Otomatis","Solar",1,"Indonesia",315
2008,"Toyota","Rush S","Manual","Bensin",1,"Indonesia",107
2017,"Daihatsu","Ayla R","Otomatis","Bensin",1,"Indonesia",120
2016,"Honda","Jazz Rs","Manual","Bensin",1,"Indonesia",215
2008,"Nissan","Serena Hws","Otomatis","Bensin",1,"Indonesia",88
2015,"Toyota","Agya G","Manual","Bensin",1,"Indonesia",97
2014,"Mitsubishi","Pajero Sport Dakar","Otomatis","Solar",1,"Indonesia",330
2006,"Toyota","Kijang Innova G","Otomatis","Bensin",1,"Indonesia",115
2018,"Honda","Civic Turbo","Otomatis","Bensin",1,"Indonesia",390
2009,"Honda","Civic","Otomatis","Bensin",1,"Indonesia",150
2014,"Daihatsu","Terios Tx","Manual","Bensin",1,"Indonesia",145
2016,"Daihatsu","Luxio X","Manual","Bensin",1,"Indonesia",125
2017,"Mitsubishi","Pajero Sport Exceed","Manual","Solar",1,"Indonesia",375
2013,"Toyota","Rush S","Manual","Bensin",1,"Indonesia",163
2017,"Honda","Brio E","Otomatis","Bensin",1,"Indonesia",135
2018,"Toyota","Sienta Q","Otomatis","Bensin",1,"Indonesia",221
2018,"Toyota","Calya G","Otomatis","Bensin",1,"Indonesia",132
2013,"Mitsubishi","Outlander Sport Px","Otomatis","Bensin",1,"Indonesia",192
2017,"Daihatsu","Sigra R","Otomatis","Bensin",1,"Banjarmasin",120
2015,"Honda","Hr-V Prestige","Otomatis","Bensin",1,"Banjarmasin",285
2016,"Honda","Br-V","Otomatis","Bensin",1,"Banjarmasin",198
2010,"Honda","Cr-V 2.4","Otomatis","Bensin",1,"Indonesia",163
2003,"Toyota","Kijang Lgx 1.8 Efi","Manual","Bensin",20000,"Depok",70
2011,"Nissan","Grand Livina Sv","Manual","Bensin",70000,"Depok",85
2013,"Daihatsu","Gran Max Pickup","Manual","Bensin",80000,"Depok",65
2013,"Suzuki","Ertiga Gx","Otomatis","Bensin",60000,"Depok",135
2014,"Toyota","Fortuner Vnt","Otomatis","Solar",1,"Indonesia",320
1989,"Toyota","Kijang Rover","Manual","Bensin",1,"Indonesia",28
2016,"Honda","Mobilio E","Otomatis","Bensin",1,"Indonesia",155
2015,"Toyota","Agya G","Manual","Bensin",1,"Indonesia",85
2012,"Toyota","Kijang Innova G","Otomatis","Solar",1,"Indonesia",202
2013,"Toyota","Etios Valco E","Manual","Bensin",1,"Indonesia",90
2013,"Mitsubishi","Pajero Sport Dakar","Otomatis","Solar",1,"Indonesia",305
2006,"Toyota","Kijang Innova G","Manual","Bensin",1,"Indonesia",107
2013,"Toyota","Fortuner G","Otomatis","Solar",1,"Indonesia",300
2014,"Nissan","Evalia Sv","Otomatis","Bensin",77000,"Indonesia",100
2013,"Honda","Cr-V","Manual","Bensin",1,"Pekanbaru",208
2018,"Suzuki","Sx4 S-Cross","Otomatis","Bensin",1,"Pekanbaru",195
2018,"Honda","Hr-V E","Otomatis","Bensin",1,"Pekanbaru",247
2015,"Daihatsu","Ayla X","Otomatis","Bensin",1,"Indonesia",82
2015,"Toyota","Kijang Innova G","Manual","Bensin",1,"Indonesia",208
2012,"Honda","Cr-V 2.4","Otomatis","Bensin",1,"Indonesia",225
2012,"Toyota","Kijang Innova G","Manual","Solar",1,"Indonesia",198
2015,"Toyota","Avanza Veloz","Manual","Bensin",1,"Indonesia",148
2016,"Toyota","Kijang Innova V","Manual","Bensin",1,"Indonesia",250
2018,"Daihatsu","Ayla D","Manual","Bensin",1,"Indonesia",92
2012,"Toyota","Avanza Veloz","Otomatis","Bensin",1,"Indonesia",125
2018,"Honda","Jazz Rs","Otomatis","Bensin",1,"Indonesia",260
2016,"Honda","Br-V Prestige","Otomatis","Bensin",1,"Pekanbaru",187
2009,"Honda","Cr-V","Otomatis","Bensin",1,"Pekanbaru",137
2016,"Suzuki","Sx4 S-Cross","Otomatis","Bensin",1,"Indonesia",175
2011,"Suzuki","Sx4 X-Over","Manual","Bensin",1,"Indonesia",97
2017,"Toyota","Fortuner Vrz","Otomatis","Solar",1,"Indonesia",425
2014,"Toyota","Yaris Trd S","Manual","Bensin",1,"Indonesia",150
2014,"Toyota","Harrier G","Otomatis","Bensin",1,"Palembang",540
2004,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",80
2007,"Daihatsu","Sirion","Manual","Bensin",1e+05,"Indonesia",63
2014,"Honda","Brio S","Otomatis","Bensin",30000,"Depok",107
2015,"Toyota","Kijang Innova G","Manual","Bensin",1,"Indonesia",190
2018,"Toyota","Calya G","Manual","Bensin",36000,"Indonesia",120
2012,"Mazda","2","Manual","Bensin",1,"Kota Denpasar",99
2009,"Mitsubishi","Pajero Sport Exceed","Otomatis","Solar",1,"Indonesia",220
2017,"Daihatsu","Sigra R","Manual","Bensin",1,"Indonesia",110
2012,"Toyota","Avanza G","Manual","Bensin",70000,"Depok",120
2015,"Daihatsu","Xenia R Attivo","Manual","Bensin",50000,"Depok",135
2018,"Suzuki","Ertiga Gl","Manual","Bensin",1,"Indonesia",169
2014,"Toyota","Rush Trd","Manual","Bensin",1,"Banjarmasin",169
2019,"Toyota","Calya G","Manual","Bensin",1,"Banjarmasin",135
2004,"Nissan","X-Trail 2.5 St","Otomatis","Bensin",1,"Indonesia",78
2011,"Toyota","Fortuner G","Manual","Bensin",1,"Indonesia",240
2017,"Mitsubishi","Xpander Ultimate","Otomatis","Bensin",1,"Pekanbaru",218
2015,"Honda","Cr-V","Otomatis","Bensin",1,"Indonesia",285
2017,"Toyota","Calya G","Manual","Bensin",1,"Indonesia",115
2015,"Toyota","Fortuner G","Otomatis","Solar",1,"Indonesia",325
2013,"Suzuki","Swift Gx","Otomatis","Bensin",1,"Indonesia",148
2014,"Mitsubishi","Pajero Sport Dakar","Otomatis","Solar",1,"Indonesia",330
2011,"Toyota","Kijang Innova G","Manual","Bensin",1,"Indonesia",155
2014,"Suzuki","Ertiga Gx","Manual","Bensin",1,"Palembang",128
2013,"Hyundai","Tucson","Otomatis","Bensin",1,"Indonesia",145
2016,"Toyota","Kijang Innova G","Otomatis","Bensin",1,"Indonesia",230
2011,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",105
2019,"Toyota","Rush Trd","Manual","Bensin",1,"Indonesia",258
2015,"Toyota","Agya G","Manual","Bensin",1,"Indonesia",95
2015,"Honda","Brio E","Otomatis","Bensin",1,"Indonesia",120
2012,"Toyota","Yaris S","Otomatis","Bensin",1,"Indonesia",125
2014,"Suzuki","Splash","Otomatis","Bensin",1,"Indonesia",115
2017,"Toyota","Kijang Innova G","Otomatis","Solar",1,"Palembang",290
2010,"Suzuki","Swift Gl","Manual","Bensin",1,"Indonesia",88
2011,"Suzuki","Karimun Estilo","Manual","Bensin",1,"Indonesia",65
2013,"Honda","Jazz Rs","Manual","Bensin",1,"Indonesia",175
2017,"Suzuki","Carry Pick Up","Manual","Bensin",1,"Indonesia",95
2013,"Toyota","Avanza Veloz","Manual","Bensin",1,"Indonesia",145
2014,"Daihatsu","Xenia R","Otomatis","Bensin",1,"Indonesia",120
2005,"Honda","Jazz Vtec","Otomatis","Bensin",1,"Indonesia",85
2012,"Honda","Freed E","Otomatis","Bensin",1,"Indonesia",140
2013,"Toyota","Fortuner G","Otomatis","Bensin",1,"Kota Denpasar",255
2014,"Honda","Mobilio E","Otomatis","Bensin",1,"Indonesia",144
2014,"Nissan","Evalia Xv","Otomatis","Bensin",60000,"Depok",105
2017,"Honda","Mobilio E","Otomatis","Bensin",1,"Indonesia",182.5
2017,"Honda","Hr-V Prestige","Otomatis","Bensin",1,"Kota Denpasar",325
2016,"Honda","Brio E","Otomatis","Bensin",1,"Indonesia",149
2010,"Toyota","Kijang Innova 2.5 V Luxury","Otomatis","Solar",90000,"Depok",155
2016,"Honda","Mobilio E","Otomatis","Bensin",1,"Indonesia",163
2018,"Honda","Hr-V S","Otomatis","Bensin",1,"Banjarmasin",259
2016,"Daihatsu","Sigra R","Manual","Bensin",40000,"Depok",120
2015,"Toyota","Agya Trd S","Manual","Bensin",60000,"Depok",110
2009,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",96
2014,"Toyota","Rush Trd","Manual","Bensin",1,"Indonesia",162
2018,"Honda","Mobilio Rs","Manual","Bensin",1,"Indonesia",188
2013,"Suzuki","Splash","Manual","Bensin",1,"Indonesia",98
2015,"Suzuki","Karimun Wagon / R/ Gs","Manual","Bensin",40000,"Depok",85
2016,"Suzuki","Swift Gx","Otomatis","Bensin",1,"Indonesia",172
2013,"Suzuki","Ertiga Gx","Manual","Bensin",1,"Kota Denpasar",130
2007,"Honda","Jazz Vtec","Otomatis","Bensin",140000,"Depok",100
2014,"Toyota","Avanza G","Otomatis","Bensin",90000,"Depok",125
2007,"Suzuki","Karimun Estilo","Manual","Bensin",1,"Kota Denpasar",56
2017,"Suzuki","Ignis Gl","Manual","Bensin",1,"Indonesia",120
2013,"Nissan","March 1.2","Otomatis","Bensin",1,"Indonesia",87
2016,"Toyota","Rush Trd","Otomatis","Bensin",1,"Banjarmasin",180
2018,"Toyota","Avanza G","Manual","Bensin",1,"Indonesia",180
2013,"Suzuki","Ertiga Gl","Otomatis","Bensin",77000,"Indonesia",125
2011,"Ford","Fiesta S","Otomatis","Bensin",1,"Kota Denpasar",95
2016,"Toyota","Agya G","Manual","Bensin",1,"Indonesia",93
2011,"Mitsubishi","Colt T 120Ss Pick Up","Manual","Bensin",222000,"Kendal Regency",68
2013,"Suzuki","Ertiga Gl Mt","Manual","Bensin",60000,"Kendal",132
2010,"Toyota","Fortuner 2.5 G At","Otomatis","Solar",122921,"Semarang",230
2018,"Toyota","Calya G 1.2 Mt","Manual","Bensin",14178,"Semarang",107
2016,"Toyota","Avanza G 1.3 At","Otomatis","Bensin",59061,"Semarang",155
2012,"Daihatsu","Gran Max Mb 1.3 Ac","Manual","Bensin",204532,"Semarang",75
2011,"Ford","Fiesta 1.4 At","Otomatis","Bensin",72999,"Semarang",95
2004,"Toyota","Avanza G 1.3 Mt","Manual","Bensin",192000,"Kendal Regency",83
2008,"Mitsubishi","Colt T 120Ss Pick Up","Manual","Bensin",150000,"Kendal Regency",55
1991,"Toyota","Kijang Super","Manual","Bensin",363000,"Kendal Regency",32
2013,"Mitsubishi","Colt T 120Ss Pick Up","Manual","Bensin",199000,"Kendal Regency",73
2009,"Toyota","Kijang Innova 2.5 G Dsl Mt","Manual","Solar",142000,"Kendal",167
2014,"Daihatsu","Gran Max Pick Up 1.5 Ac Ps","Manual","Bensin",1,"Kendal",87
2016,"Toyota","Avanza G 1.3 Mt","Manual","Bensin",1,"Kendal",165
2018,"Honda","Mobilio E Mt","Manual","Bensin",1600,"Semarang",170
2014,"Suzuki","Ertiga Gx Mt","Manual","Bensin",1,"Kendal",143
2016,"Mitsubishi","Pajero Sport Dakar","Otomatis","Solar",90254,"Semarang",405
2017,"Suzuki","Ertiga Gl Mt","Manual","Bensin",43998,"Semarang",140
1997,"Toyota","Kijang Lgx Bensin","Manual","Bensin",292000,"Kendal",67
2013,"Toyota","Avanza 1.5 G Mt","Manual","Bensin",1,"Kendal",138
2014,"Toyota","Avanza G 1.3 Mt","Manual","Bensin",1,"Kendal",138
2016,"Suzuki","Karimun Wagon R Gs At","Otomatis","Bensin",63067,"Semarang",89
2011,"Daihatsu","Xenia Li","Manual","Bensin",1,"Kendal",90
2017,"Nissan","Grand Livina Mt","Manual","Bensin",1,"Kendal",144
2013,"Toyota","Avanza G 1.3 Mt","Manual","Bensin",1,"Kendal",132
2011,"Toyota","Avanza G 1.3 Mt","Manual","Bensin",1e+05,"Kendal",112
2012,"Honda","Jazz Rs At","Otomatis","Bensin",67000,"Semarang",159
2015,"Daihatsu","Gran Max Pick Up 1.5 Ac Ps","Manual","Bensin",87000,"Semarang",87.5
2010,"Honda","Jazz Rs Mt","Manual","Bensin",1,"Kendal",142
2013,"Honda","Jazz Rs At","Otomatis","Bensin",1,"Kendal",175
2017,"Wuling","Confero Mt","Manual","Bensin",36000,"Kendal Regency",105
2012,"Toyota","Fortuner 2.5 G Dsl Mt","Manual","Solar",30000,"Kendal Regency",255
2015,"Toyota","Yaris Trd Sportivo Mt","Manual","Bensin",53000,"Kendal",177
2017,"Toyota","Kijang Innova Reborn 2.0 G At","Otomatis","Bensin",22249,"Semarang",265
2017,"Honda","Hr-V 1.5 E At","Otomatis","Bensin",28000,"Semarang",255
2017,"Daihatsu","Sigra M Mt","Manual","Bensin",30221,"Semarang",91
2008,"Toyota","Corolla Altis 1.8 G At","Otomatis","Bensin",104970,"Semarang",118
2016,"Toyota","Kijang Innova Reborn 2.4 Q At","Otomatis","Solar",74000,"Semarang",330
2016,"Honda","Mobilio E Mt","Manual","Bensin",1,"Kendal",148
2010,"Toyota","Vellfire","Otomatis","Bensin",1,"Kendal Regency",340
2011,"Toyota","Fortuner 2.5 G Dsl At","Otomatis","Solar",120000,"Kendal",235
2016,"Toyota","Avanza Veloz 1.5 At","Otomatis","Bensin",1,"Kendal",165
2013,"Suzuki","Ertiga Gl At","Otomatis","Bensin",1,"Kendal",120
2008,"Honda","Accord 2.4L VTIL","Otomatis","Bensin",86000,"Indonesia",143
2013,"Daihatsu","Terios","Otomatis","Bensin",70001,"Kota Jakarta Selatan",127
2015,"Daihatsu","Terios","Otomatis","Bensin",30001,"Kota Jakarta Selatan",136
2016,"Lexus","NX 200t A/T","Otomatis","Bensin",20000,"Jakarta Selatan",749
2018,"Toyota","Kijang Innova 2.0 V A/T","Otomatis","Bensin",20000,"Bekasi",280
2005,"Toyota","Fortuner G luxury","Otomatis","Bensin",150000,"Kota Jakarta Barat",160
2018,"Chevrolet","Spark","Otomatis","Bensin",8000,"Indonesia",138
2014,"Toyota","Avanza 1.3 G M/T","Manual","Bensin",23000,"Kota Jkt Utara",125
2011,"Toyota","Yaris","Otomatis","Bensin",122000,"Indonesia",107
2011,"Toyota","Harrier 240G","Otomatis","Bensin",79000,"Indonesia",289
2017,"Toyota","Kijang Innova VENTURER 2.0 A...","Otomatis","Bensin",21000,"Jl. Prof. DR. Supomo",339.9
2005,"Toyota","Kijang Innova G","Manual","Bensin",158000,"Jambi",105
2017,"Suzuki","Ignis 1.2 GX Matic AGS","Otomatis","Bensin",1900,"Tangerang Selatan",135
2005,"Toyota","Kijang Innova V Luxury","Otomatis","Solar",2e+05,"Bandung",135
2013,"Toyota","Kijang Innova","Otomatis","Bensin",69000,"Indonesia",169
2015,"Hyundai","H1 2.5 CRDI A/T","Otomatis","Solar",40000,"Bekasi",285
2010,"Toyota","Avanza G A/T","Otomatis","Bensin",140000,"Indonesia",86
2017,"Suzuki","Baleno 4x2 matic","Otomatis","Bensin",22000,"Surabaya",170
2002,"BMW","X5 3.0","Otomatis","Bensin",146828,"Depok",150
2015,"Daihatsu","Ayla","Manual","Bensin",95000,"Indonesia",76
2017,"Toyota","Alphard","Otomatis","Bensin",13000,"Surabaya",880
2009,"Toyota","Kijang Innova","Otomatis","Solar",185000,"Malang",155
2013,"Toyota","Avanza","Manual","Bensin",51000,"Indonesia",130
1979,"Ford","Cortina","Manual","Bensin",40358,"Indonesia",15
2017,"Mitsubishi","Xpander ultimate","Otomatis","Bensin",13000,"Indonesia",227
2012,"Daihatsu","Xenia R","Manual","Bensin",105000,"Serang",115
2013,"Honda","Jazz RS","Manual","Bensin",70000,"Indonesia",155
2014,"Mitsubishi","Pajero Sport dakar","Otomatis","Solar",102822,"Depok",325
1994,"BMW","320i","Manual","Bensin",199000,"Kota Tgr. Sel.",37
2014,"Mazda","Biante 2.0 Skyactive A/T","Otomatis","Bensin",92000,"Kota Jkt Utara",189
2019,"Daihatsu","Ayla X","Manual","Bensin",100,"Indonesia",108
2010,"Honda","CR-V 2.4 i-vtec facelift","Otomatis","Bensin",80000,"Indonesia",139.5
2012,"Toyota","Avanza","Manual","Bensin",212196,"Kota Jakarta Timur",110
2017,"Toyota","Fortuner VRZ","Otomatis","Bensin",15000,"Bogor",450
2009,"Honda","Motorcycles Blade 110 repsol","Manual","Bensin",64000,"Indonesia",5.1
2015,"Toyota","Fortuner vnt trd","Otomatis","Solar",83000,"Indonesia",330
2004,"Toyota","Vios 1.5G M/T","Manual","Bensin",89000,"Indonesia",68
2008,"Toyota","Yaris E","Manual","Bensin",1e+05,"Indonesia",96.5
2017,"Suzuki","Ertiga GX M/T","Manual","Bensin",14000,"Indonesia",75
2011,"BMW","523i F10","Otomatis","Bensin",50000,"Indonesia",318
2013,"Honda","Freed S A/T","Otomatis","Bensin",148000,"Indonesia",155
2013,"Toyota","Limo 1.5 STD","Manual","Bensin",2e+05,"Indonesia",88
2019,"BMW","320i","Otomatis","Bensin",5000,"Surabaya",662
2006,"Honda","Jazz idsi","Otomatis","Bensin",190000,"Cilegon",75
2013,"Toyota","Yaris E","Manual","Bensin",50,"Indonesia",135
2006,"Toyota","Kijang Innova G","Manual","Bensin",3e+05,"Indonesia",120
1996,"Isuzu","Panther","Manual","Solar",150000,"ID",53
2014,"Nissan","Evalia Highway Star A/T","Otomatis","Bensin",140000,"Indonesia",99
2016,"Toyota","Calya 1.2 G A/T","Otomatis","Bensin",32000,"Medan",120
2015,"Honda","Brio E A/T","Otomatis","Bensin",35000,"Indonesia",116
2017,"Mitsubishi","Pajero Sport All New Dak...","Otomatis","Solar",15502,"Bekasi",441
2011,"Suzuki","APV Arena SGX M/T","Manual","Bensin",128000,"Bekasi",80
2010,"Mazda","6","Otomatis","Bensin",61000,"Medan",250
2014,"Honda","CR-V 2.0 Prestige A/T","Otomatis","Bensin",54393,"Bekasi",230
2016,"Honda","CR-V 2.4 Prestige A/T Fender ...","Otomatis","Bensin",48089,"Bekasi",339
2014,"Toyota","Avanza All New G A/T TDP 10JT","Otomatis","Bensin",70000,"Bekasi",118
2002,"Jaguar","S-Type","Otomatis","Bensin",90000,"Indonesia",135
2012,"Hyundai","Tucson 2.0 A/T","Otomatis","Bensin",70000,"Kota Jakarta Selatan",129
2017,"BMW","320i M Sport","Otomatis","Bensin",21000,"Kota Jkt Utara",480
2019,"Suzuki","Baleno All New Hatchback A/T","Otomatis","Bensin",1250,"Kota Jakarta Timur",190
2018,"Suzuki","Ertiga GL A/T","Otomatis","Bensin",19000,"Indonesia",150
2018,"Yamaha","X-MAX","Otomatis","Bensin",3128,"Indonesia",50
2012,"Nissan","Elgrand Highway Star A/T","Otomatis","Bensin",124000,"Indonesia",260
2015,"Mazda","2 GT A/T","Otomatis","Bensin",31000,"Indonesia",185
2010,"Honda","Jazz S","Otomatis","Bensin",145013,"Indonesia",120
2007,"Honda","Civic","Otomatis","Bensin",120000,"Indonesia",150
2018,"Yamaha","MT-25","Manual","Bensin",2200,"Jakarta Timur",45
2008,"Mini","Cooper S Clubman R55","Otomatis","Bensin",36000,"Indonesia",455
2003,"Honda","City i-DSI M/T","Manual","Bensin",232000,"Indonesia",65
2011,"Daihatsu","Xenia Xi Sporty","Manual","Bensin",434718,"Tangerang",90
2018,"Honda","Mobilio E M/T","Manual","Bensin",14000,"Indonesia",196
2011,"Piaggio","Liberty S 100","Otomatis","Bensin",40000,"Indonesia",12.5
2012,"Mitsubishi","Pajero Sport Exceed A/T","Otomatis","Bensin",105000,"Indonesia",219
2012,"Toyota","Corolla Altis 1.8G A/T","Otomatis","Bensin",34000,"Medan",135
2015,"Honda","Brio E M/T","Manual","Bensin",23000,"Kota Jakarta Timur",110
2010,"Toyota","Yaris","Otomatis","Bensin",114000,"Depok",95
2012,"Toyota","Avanza g","Otomatis","Bensin",95000,"Bekasi",108
2012,"Toyota","Kijang Innova","Otomatis","Solar",123000,"Kota Tgr. Sel.",192.5
2012,"Mitsubishi","Pajero Sport Dakar 4x2 A/T","Otomatis","Solar",155000,"Indonesia",257
2003,"Porsche","Boxster","Otomatis","Bensin",31000,"Indonesia",530
2004,"Toyota","Dyna 125HT","Manual","Solar",1300000,"Kudus",60
2016,"Toyota","Fortuner VRZ","Otomatis","Solar",13050,"Kota Jakarta Barat",420
