"year","manufacturer","type","gearshift","fuel","distance","city","price"
2010,"Yamaha","Jupiter Z","Manual","Bensin",1,"Indonesia",6.35
2014,"Honda","Motorcycles Scoopy Fi","Otomatis","Bensin",1,"Indonesia",11.4
2013,"Yamaha","V-Ixion","Manual","Bensin",1,"Indonesia",11.65
2014,"Suzuki","Satria Fu","Manual","Bensin",1,"Indonesia",9.55
2009,"Kawasaki","Ninja 250","Manual","Bensin",1,"Indonesia",24.2
2018,"Yamaha","Mio S","Otomatis","Bensin",1,"Indonesia",9.7
2015,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",10.85
2015,"Yamaha","Vega Rr","Manual","Bensin",1,"Indonesia",7.45
2016,"Honda","Motorcycles Beat Pop","Otomatis","Bensin",1,"Indonesia",10.4
2018,"Honda","Motorcycles Cb Verza","Manual","Bensin",1,"Indonesia",15.55
2017,"Suzuki","Gsx R 150","Manual","Bensin",1,"Indonesia",18.2
2018,"Yamaha","Mx King","Manual","Bensin",1,"Indonesia",13.2
2018,"Yamaha","V-Ixion Lightning","Manual","Bensin",1,"Indonesia",19.5
2019,"Yamaha","Nmax","Otomatis","Bensin",1,"Indonesia",26
2017,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",11.85
2015,"Yamaha","Yzf R15","Manual","Bensin",1,"Indonesia",19
2017,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",14.65
2016,"Honda","Motorcycles Vario Techno 150","Otomatis","Bensin",1,"Indonesia",15.6
2019,"Honda","Motorcycles Sonic R","Manual","Bensin",1,"Indonesia",16.75
2017,"Honda","Motorcycles Beat Pop","Otomatis","Bensin",1,"Indonesia",10.85
2019,"Yamaha","Nmax","Otomatis","Bensin",1,"Indonesia",25.95
2014,"Yamaha","V-Ixion Lightning","Manual","Bensin",1,"Indonesia",14.85
2013,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",10.8
2018,"Honda","Motorcycles Cb 150R","Manual","Bensin",1,"Indonesia",21
2013,"Yamaha","V-Ixion Lightning","Manual","Bensin",1,"Indonesia",14.35
2017,"Yamaha","Aerox Xi","Otomatis","Bensin",20000,"Indonesia",19
2003,"Yamaha","RX King","Manual","Bensin",1,"Medan",12
2016,"Yamaha","YZF R15","Manual","Bensin",999999,"Medan",25
2018,"Yamaha","X-Ride","Otomatis","Bensin",1,"Indonesia",13
2018,"Honda","Motorcycles Cb 150R","Manual","Bensin",1,"Indonesia",22.5
2015,"Honda","Motorcycles Cb 150R","Manual","Bensin",1,"Indonesia",19
2015,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",12
2018,"Yamaha","Nmax","Otomatis","Bensin",1,"Indonesia",25.6
2015,"Honda","Motorcycles Vario Techno 150","Otomatis","Bensin",1,"Indonesia",17
2016,"Honda","Motorcycles Vario Techno 150","Otomatis","Bensin",1,"Indonesia",17
2016,"Honda","Motorcycles Scoopy Fi","Otomatis","Bensin",1,"Indonesia",15.5
2018,"Honda","Motorcycles Sonic R","Manual","Bensin",1,"Indonesia",16.9
2017,"Yamaha","Aerox","Otomatis","Bensin",1,"Indonesia",18.5
2016,"Yamaha","Nmax","Otomatis","Bensin",1,"Indonesia",23.5
2015,"Honda","Motorcycles Scoopy Fi","Otomatis","Bensin",1,"Indonesia",12.8
2015,"Honda","Motorcycles Beat Pop","Otomatis","Bensin",1,"Indonesia",10
2016,"Honda","Motorcycles Cb 150R","Manual","Bensin",1,"Indonesia",22
2018,"Honda","Motorcycles Cb Verza","Manual","Bensin",1,"Indonesia",17.5
2018,"Yamaha","Yzf R15","Manual","Bensin",1,"Indonesia",27
2017,"Honda","Motorcycles Supra Gtr","Manual","Bensin",1,"Indonesia",15
2015,"Honda","Motorcycles Cb 150R","Manual","Bensin",1,"Indonesia",19
2015,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",13
2013,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",13
2018,"Yamaha","V-Ixion Lightning","Manual","Bensin",1,"Indonesia",21.25
2015,"Honda","Motorcycles Sonic","Manual","Bensin",2000,"Indonesia",10
1990,"Honda","Motorcycles GL 125 CDi Custom...","Manual","Bensin",2e+05,"Subang",9
2012,"Yamaha","Jupiter MX","Manual","Bensin",65000,"Indonesia",7.6
2018,"Honda","Motorcycles PCX","Otomatis","Bensin",10600,"DKI Jakarta",25.9
2018,"Suzuki","Satria Fu","Manual","Bensin",1,"Indonesia",15.8
2018,"Honda","Motorcycles Cb 150R","Manual","Bensin",1,"Indonesia",22
2018,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",13.95
2018,"Honda","Motorcycles Cbr 150R","Manual","Bensin",1,"Indonesia",29.35
2016,"Kawasaki","Ninja 250 Fi","Manual","Bensin",1,"Indonesia",47.5
2013,"Suzuki","Satria Fu","Manual","Bensin",1,"Indonesia",9.7
2018,"Suzuki","Nex Ii","Otomatis","Bensin",1,"Indonesia",10.1
2018,"Suzuki","Address Cw Fi","Otomatis","Bensin",1,"Indonesia",10.2
2018,"Suzuki","Nex Ii","Otomatis","Bensin",1,"Indonesia",9.5
2018,"Suzuki","Nex Ii","Otomatis","Bensin",1,"Indonesia",9.5
2009,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",6.5
2014,"Honda","Motorcycles Revo Cw","Manual","Bensin",1,"Indonesia",8.3
2018,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",13.7
2018,"Suzuki","GSX / Katana","Manual","Bensin",3100,"Indonesia",21
2011,"Suzuki","Satria F150","Manual","Bensin",788477,"Indonesia",9
1100,"2012","Ducati Monster Evo","Manual","Bensin",20000,"Bekasi",220
2003,"Honda","Motorcycles CB GL","Manual","Bensin",1000,"Indonesia",14
2009,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",6.3
2015,"Honda","Motorcycles Cbr 150R","Manual","Bensin",1,"Indonesia",21
2015,"Yamaha","V-Ixion Movistar","Otomatis","Bensin",1,"Indonesia",19
2018,"Honda","Motorcycles Vario 125","Otomatis","Bensin",1,"Indonesia",18
2015,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",11.8
2017,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",16.8
2010,"Yamaha","Mio Soul","Otomatis","Bensin",1,"Indonesia",5
2003,"Yamaha","Rx King","Manual","Bensin",1,"Indonesia",9
2015,"Yamaha","V-Ixion Lightning","Manual","Bensin",1,"Indonesia",17.5
2015,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",15.8
2015,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",12.8
2018,"Honda","Motorcycles Vario 150","Otomatis","Bensin",1,"Indonesia",19.5
2018,"Honda","Motorcycles Vario 150","Otomatis","Bensin",1,"Indonesia",19.8
2018,"Honda","Motorcycles Vario 125 Fi","Otomatis","Bensin",1,"Indonesia",18.5
2018,"Yamaha","Mio M3","Otomatis","Bensin",1,"Indonesia",11.5
2011,"Kawasaki","Ninja Ss","Manual","Bensin",1,"Indonesia",16.5
2016,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",11.3
2014,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",12.8
2018,"Honda","Motorcycles Vario 125 Fi","Otomatis","Bensin",1,"Indonesia",17.8
2019,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",15
2017,"Honda","Motorcycles Vario Techno 150","Otomatis","Bensin",1,"Indonesia",17.7
2018,"Honda","Motorcycles Vario Techno 150","Otomatis","Bensin",1,"Indonesia",18.8
2015,"Honda","Motorcycles Vario Techno 150","Otomatis","Bensin",1,"Indonesia",15.7
2014,"Honda","Motorcycles Cb 150R","Manual","Bensin",1,"Indonesia",14.8
2017,"Honda","Motorcycles Revo Fi","Manual","Bensin",1,"Indonesia",11
2017,"Honda","Motorcycles CBR 150R","Manual","Bensin",36500,"Indonesia",25
2013,"Kawasaki","KLX","Otomatis","Bensin",5579,"Bogor",23
2018,"KTM","Duke 390","Manual","Bensin",300,"Bandung",98
2008,"Harley-Davidson","Street","Manual","Bensin",17000,"Bogor",245
2012,"Yamaha","Byson","Manual","Bensin",1,"Indonesia",7
2019,"Honda","Motorcycles Scoopy Esp","Otomatis","Bensin",1,"Indonesia",15
2018,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",16.5
2018,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",12.5
2017,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",11.5
2010,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",7.8
2008,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",7.8
2012,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",10
2019,"Honda","Motorcycles Vario Techno 150","Otomatis","Bensin",1,"Indonesia",17
2019,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",14
2013,"Yamaha","Jupiter Mx","Manual","Bensin",1,"Indonesia",6.5
2017,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",12.25
2018,"Honda","Motorcycles Beat Street","Otomatis","Bensin",1,"Indonesia",13.5
2019,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",13
2019,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",14
2013,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",8.5
2008,"Honda","Motorcycles Revo","Manual","Bensin",1,"Indonesia",5.2
2013,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",8.4
2018,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",13
2017,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",11.25
2015,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",8
2015,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",11.75
2018,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",13.5
2018,"Honda","Motorcycles Sonic","Manual","Bensin",1,"Indonesia",15
2015,"Kawasaki","ER-6n ABS","Manual","Bensin",10000,"Kota Jkt Utara",100
2016,"Honda","Motorcycles Vario cbs iss","Manual","Bensin",50000,"Bekasi",13.2
2013,"Piaggio","Vespa","Otomatis","Bensin",9000,"Kota Jakarta Timur",21
2010,"Yamaha","Scorpio","Manual","Bensin",5000,"Kota Tgr. Sel.",27
2015,"Honda","Motorcycles Revo","Manual","Bensin",14800,"Indonesia",8
2015,"Yamaha","NMax","Otomatis","Bensin",31000,"Indonesia",19.5
1973,"Honda","Motorcycles S90","Manual","Bensin",30000,"Bekasi",10
1993,"Piaggio","Excel","Manual","Bensin",6e+05,"Indonesia",10
2018,"Yamaha","Aerox 155 S","Otomatis","Bensin",6500,"Cimahi",23.8
2015,"Kawasaki","KLX 150","Manual","Bensin",9900,"Kota Jakarta Selatan",20
2015,"Yamaha","YZF R15","Manual","Bensin",10000,"Indonesia",18.5
2017,"Yamaha","N-Max Non ABS","Otomatis","Bensin",30000,"Bekasi",19.5
2015,"Yamaha","N-Max ABS","Otomatis","Bensin",14700,"Bandung",22.65
2011,"Honda","Motorcycles Spacy","Otomatis","Bensin",31000,"Bekasi",6.25
2012,"Ducati","800 monster","Manual","Bensin",17400,"Kota Jakarta Selatan",165
2003,"Yamaha","Scorpio Kotak","Manual","Bensin",80000,"ID",12.5
2016,"Yamaha","Soul GT 125","Otomatis","Bensin",14000,"Indonesia",10
2016,"Honda","Motorcycles CBR 150R","Manual","Bensin",7951,"Bandung",23
2018,"Yamaha","Lexi","Otomatis","Bensin",4783,"Indonesia",16.5
2016,"Suzuki","Satria Fu","Manual","Bensin",1,"Indonesia",12
2018,"Yamaha","Nmax","Otomatis","Bensin",1,"Indonesia",25.9
2014,"Yamaha","Xeon Rc","Otomatis","Bensin",1,"Indonesia",7.5
2015,"Kawasaki","Ninja Rr","Manual","Bensin",1,"Indonesia",31.7
2017,"Suzuki","Gsx R 150","Manual","Bensin",1,"Indonesia",20.8
2014,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",10.7
2018,"Yamaha","Mio M3","Otomatis","Bensin",1,"Indonesia",11.6
2017,"Honda","Motorcycles Beat Street","Otomatis","Bensin",1,"Indonesia",14.2
2017,"Honda","Motorcycles Cb 150R","Manual","Bensin",1,"Indonesia",19.2
2017,"Kawasaki","Klx 150","Manual","Bensin",1,"Indonesia",28.5
2018,"Honda","Motorcycles Sonic","Manual","Bensin",1,"Indonesia",15.9
2010,"Yamaha","Jupiter Z","Manual","Bensin",1,"Indonesia",6.95
2018,"Yamaha","Aerox Vva","Otomatis","Bensin",1,"Indonesia",20.4
2014,"Kawasaki","Ninja R","Manual","Bensin",1,"Indonesia",23.5
2018,"Honda","Motorcycles Pcx","Otomatis","Bensin",1,"Indonesia",30.2
2017,"Honda","Motorcycles Sonic","Manual","Bensin",1,"Indonesia",17.1
2011,"Yamaha","Mio Sporty","Otomatis","Bensin",1,"Indonesia",5.8
2018,"Yamaha","Mio M3","Otomatis","Bensin",1,"Indonesia",11.2
2018,"Honda","Motorcycles Scoopy Fi","Otomatis","Bensin",1,"Indonesia",16.7
2016,"Yamaha","Yzf R15","Manual","Bensin",1,"Indonesia",20
2014,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",6.9
2018,"Suzuki","Address","Otomatis","Bensin",1,"Indonesia",9.4
2016,"Honda","Motorcycles Beat Pop","Otomatis","Bensin",1,"Indonesia",10.9
2018,"Yamaha","Fino Sporty Fi","Otomatis","Bensin",1,"Indonesia",13
2017,"Kawasaki","Klx 150 Bf","Manual","Bensin",1,"Indonesia",30
2018,"Suzuki","Satria Fu","Manual","Bensin",1,"Indonesia",16.3
2017,"Honda","Motorcycles Vario Techno 150","Otomatis","Bensin",1,"Indonesia",18
2018,"Yamaha","Aerox Vva","Otomatis","Bensin",1,"Indonesia",20.9
2014,"Kawasaki","Ninja Rr Mono Sl","Manual","Bensin",1,"Indonesia",26.8
2017,"Honda","Motorcycles Beat Esp","Manual","Bensin",1,"Indonesia",14.5
2017,"Honda","Motorcycles Beat Esp","Manual","Bensin",1,"Indonesia",14.5
2018,"Honda","Motorcycles Beat Pop","Otomatis","Bensin",1,"Indonesia",14.5
2018,"Honda","Motorcycles Vario 150","Otomatis","Bensin",1,"Indonesia",21
2017,"Honda","Motorcycles Beat Street","Manual","Bensin",1,"Indonesia",14.5
2018,"Honda","Motorcycles Supra X","Otomatis","Bensin",1,"Indonesia",13.5
2014,"Yamaha","Mio Gt","Manual","Bensin",1,"Indonesia",9
2017,"Honda","Motorcycles Vario 150","Otomatis","Bensin",1,"Indonesia",17.5
2013,"Yamaha","Mio Gt","Manual","Bensin",1,"Indonesia",8
2018,"Honda","Motorcycles Scoopy","Otomatis","Bensin",16000,"Indonesia",16.8
2018,"Kawasaki","Ninja 250 SE ABS","Manual","Bensin",2612,"Mataram",63.5
2015,"Piaggio","Primavera 150","Otomatis","Bensin",36000,"Indonesia",31
2005,"KTM","990 Super Duke","Manual","Bensin",14000,"Kota Jakarta Timur",250
1991,"Honda","Motorcycles Astrea Grand Bulus","Manual","Bensin",70000,"Kabupaten Sragen",4
2016,"Viar","Karya long 200","Manual","Bensin",8000,"Sidoarjo",18
2017,"Yamaha","N-Max Non ABS","Otomatis","Bensin",7000,"Bekasi",21.5
2018,"Piaggio","Sprint","Otomatis","Bensin",5800,"Bandung",41.5
2017,"Yamaha","YZF R15","Manual","Bensin",20000,"Kota Bks",26.5
2017,"Honda","Motorcycles Beat All New Fi","Otomatis","Bensin",25000,"Indonesia",12
2010,"Kawasaki","Ninja RR","Manual","Bensin",10000,"Bogor",17.5
2007,"Suzuki","Thunder","Otomatis","Bensin",1000,"Bogor",3
2011,"KTM","Milan TM125","Otomatis","Bensin",5800,"Medan",3
2014,"Kawasaki","Ninja 150RR SE","Manual","Bensin",10420,"Indonesia",27
2015,"Honda","Motorcycles CBR 150R","Manual","Bensin",26000,"Jakarta Pusat",22
2014,"Honda","Motorcycles Revo Fit","Manual","Bensin",1,"Indonesia",6.3
2009,"Yamaha","Mio","Otomatis","Bensin",1,"Indonesia",4.2
2009,"Suzuki","Skydrive","Otomatis","Bensin",1,"Indonesia",4.5
2015,"Honda","Motorcycles Revo Fit","Manual","Bensin",1,"Indonesia",6.5
2010,"Honda","Motorcycles Vario","Otomatis","Bensin",1,"Indonesia",4
2010,"Honda","Motorcycles Vario","Otomatis","Bensin",1,"Indonesia",3.5
2011,"Yamaha","Mio","Otomatis","Bensin",1,"Indonesia",3.5
2011,"Yamaha","Mio Soul","Otomatis","Bensin",1,"Indonesia",4.2
2017,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",13
2010,"Honda","Motorcycles Revo Absolute","Manual","Bensin",1,"Indonesia",4.3
2011,"Yamaha","Mio","Otomatis","Bensin",1,"Indonesia",4
2011,"Yamaha","Mio","Otomatis","Bensin",1,"Indonesia",4.5
2010,"Yamaha","Mio Soul","Otomatis","Bensin",1,"Indonesia",3.5
2012,"Yamaha","Vega Zr","Manual","Bensin",1,"Indonesia",3.5
2008,"Yamaha","Mio","Otomatis","Bensin",1,"Indonesia",3.5
2012,"Yamaha","Vega Zr","Manual","Bensin",1,"Indonesia",3.6
2012,"Honda","Motorcycles Revo Fit","Manual","Bensin",1,"Indonesia",5.5
2011,"Honda","Motorcycles Revo","Manual","Bensin",1,"Indonesia",4.5
2009,"Honda","Motorcycles Beat","Otomatis","Bensin",1,"Indonesia",7.5
2009,"Yamaha","Mio Soul","Otomatis","Bensin",1,"Indonesia",4.5
2010,"Yamaha","Mio","Otomatis","Bensin",1,"Indonesia",3.9
2015,"Honda","Motorcycles Beat Pop","Otomatis","Bensin",1,"Indonesia",9.5
2011,"Suzuki","Satria Fu","Manual","Bensin",1,"Indonesia",6.8
2015,"Honda","Motorcycles Beat Pop","Otomatis","Bensin",1,"Indonesia",9.5
2013,"Yamaha","V-ixion","Manual","Bensin",50686,"Indonesia",12
2015,"Yamaha","YZF R25 MOVISTAR Edition","Manual","Bensin",5500,"Indonesia",38.5
2018,"Cleveland","CycleWerks","Manual","Bensin",800,"Indonesia",48
2008,"Yamaha","Jupiter Z","Manual","Bensin",1,"Indonesia",5
1975,"Honda","Motorcycles C70","Manual","Bensin",17500000,"ID",13.5
2013,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",23417,"Semarang",13.5
2011,"Yamaha","Mio Soul","Otomatis","Bensin",80000,"Indonesia",7.5
2003,"Honda","Motorcycles Karisma X","Manual","Bensin",1,"Indonesia",2.5
2011,"Honda","Motorcycles Blade","Manual","Bensin",1,"Indonesia",6.5
2017,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",12.5
2018,"Yamaha","Mio M3","Otomatis","Bensin",1,"Indonesia",8.8
2017,"Honda","Motorcycles Beat Street","Otomatis","Bensin",1,"Indonesia",12.5
2010,"Honda","Motorcycles Vario","Otomatis","Bensin",1,"Indonesia",4
2016,"Honda","Motorcycles Scoopy Esp","Otomatis","Bensin",1,"Indonesia",10
2010,"Honda","Motorcycles Vario","Otomatis","Bensin",1,"Indonesia",5.5
2013,"Honda","Motorcycles Cb 150","Manual","Bensin",1,"Indonesia",11.2
2013,"Yamaha","Jupiter Mx","Manual","Bensin",1,"Indonesia",8.3
2011,"Yamaha","Mio","Otomatis","Bensin",1,"Indonesia",4.2
2013,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",11.5
2014,"Yamaha","Mio Gt","Otomatis","Bensin",1,"Indonesia",6
2017,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",12.5
2014,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",7
2018,"Honda","Motorcycles Beat Pop","Otomatis","Bensin",1,"Indonesia",11.5
2014,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",7
2015,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",8.8
2012,"Yamaha","Vega Zr","Manual","Bensin",1,"Indonesia",4.8
2017,"Honda","Motorcycles Vario Techno Fi","Otomatis","Bensin",1,"Indonesia",15
2010,"Honda","Motorcycles Beat","Otomatis","Bensin",1,"Indonesia",4.5
2010,"Honda","Motorcycles Beat","Otomatis","Bensin",1,"Indonesia",4.5
2010,"Honda","Motorcycles Vario","Otomatis","Bensin",1,"Indonesia",4.5
2017,"Yamaha","YZF R15","Manual","Bensin",26000,"Indonesia",23
2018,"Honda","Motorcycles CBR 150R","Manual","Bensin",6000,"Bekasi",26.5
2019,"Honda","Motorcycles Beat All New Fi","Manual","Bensin",110633,"Tangerang",13.5
2018,"Honda","Motorcycles Beat Pop","Manual","Bensin",10234,"Tangerang",11.5
2015,"Kawasaki","Z 250SL","Manual","Bensin",9100,"Jakarta Timur",24
2018,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",15.75
2018,"Honda","Motorcycles Pcx","Otomatis","Bensin",1,"Indonesia",30
2018,"Yamaha","Freego","Otomatis","Bensin",1,"Indonesia",18
2017,"Honda","Motorcycles Scoopy Esp","Otomatis","Bensin",1,"Indonesia",17.5
2019,"Honda","Motorcycles Vario","Otomatis","Bensin",1,"Indonesia",22
2011,"Honda","Motorcycles Beat","Otomatis","Bensin",1,"Indonesia",7.5
2019,"Honda","Motorcycles Revo X","Manual","Bensin",1,"Indonesia",13.5
2007,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",7.5
2013,"Yamaha","Xeon Rc","Otomatis","Bensin",1,"Indonesia",9
2013,"Yamaha","Mio Gt","Otomatis","Bensin",1,"Indonesia",8
2018,"Honda","Motorcycles Vario","Otomatis","Bensin",1,"Indonesia",21
2017,"Honda","Motorcycles Vario","Otomatis","Bensin",1,"Indonesia",18.5
2018,"Honda","Motorcycles Scoopy Esp","Otomatis","Bensin",1,"Indonesia",18.5
2018,"Honda","Motorcycles Beat Street","Otomatis","Bensin",1,"Indonesia",15.25
2012,"Honda","Motorcycles Beat","Otomatis","Bensin",1,"Indonesia",8
2017,"Suzuki","Gsx 150","Manual","Bensin",1,"Indonesia",20
2019,"Honda","Motorcycles Beat Street","Otomatis","Bensin",1,"Indonesia",16.55
2017,"Yamaha","YZF R15","Manual","Bensin",800,"Indonesia",26
2009,"Honda","Motorcycles CS One","Manual","Bensin",12480,"Indonesia",5.9
2014,"Honda","Motorcycles CBR 150","Manual","Bensin",10000,"Indonesia",20
1969,"Piaggio","Vespa super","Manual","Bensin",21929,"Kota Jakarta Pusat",25
2013,"Kawasaki","ER-6n","Manual","Bensin",17800,"Indonesia",74.5
2015,"Honda","Motorcycles CB sport","Manual","Bensin",5e+05,"Jakarta Timur",15.5
2019,"Honda","Motorcycles CBR STD","Manual","Bensin",10004,"Bekasi",25
2005,"Yamaha","Jupiter Z","Manual","Bensin",19515,"Kota Bks",4.8
2010,"Honda","Motorcycles Scoopy","Otomatis","Bensin",25000,"Kediri",9.5
2014,"Yamaha","V-ixion NVL","Manual","Bensin",29700,"Indonesia",11
2017,"Honda","Motorcycles Vario 150 CBS ISS","Otomatis","Bensin",25000,"Indonesia",16.5
2018,"Yamaha","NMax Non ABS Take Over","Otomatis","Bensin",13000,"Indonesia",13
2008,"Honda","Motorcycles Revo","Manual","Bensin",89000,"Indonesia",4.3
2013,"Kawasaki","Ninja RR","Manual","Bensin",2000,"Indonesia",23
1970,"Piaggio","Vespa Sprint","Manual","Bensin",20000,"Indonesia",21
2004,"Suzuki","Satria","Manual","Bensin",11111,"Indonesia",17
2015,"Honda","Motorcycles Beat OVER KREDIT","Otomatis","Bensin",5000,"Indonesia",7.6
2017,"Kawasaki","Z 125","Manual","Bensin",6000,"Indonesia",23
2013,"Honda","Motorcycles Mega Pro","Manual","Bensin",23000,"Indonesia",11
2014,"Piaggio","LXV 150","Otomatis","Bensin",30000,"Bekasi",23
2016,"Yamaha","NMax","Otomatis","Bensin",3200,"Indonesia",23.5
2015,"Kawasaki","Vulcan S","Manual","Bensin",5700,"Depok",140
2008,"Honda","Motorcycles Supra FIT X","Manual","Bensin",2500,"Garut",4.5
2017,"Yamaha","Aerox S","Otomatis","Bensin",75000,"Surabaya",23
2011,"Honda","Motorcycles Supra X 125R","Otomatis","Bensin",7882,"Indonesia",8
2019,"Benelli","TNT 250","Manual","Bensin",3000,"Indonesia",51
1992,"Honda","Motorcycles Astrea grand bulus","Manual","Bensin",80000,"Kabupaten Sragen",5.5
2019,"Honda","Motorcycles Beat All New Fi","Otomatis","Bensin",9000,"Bekasi",13.2
2009,"Yamaha","Jupiter MX","Otomatis","Bensin",37000,"Bekasi",5.2
2010,"Honda","Motorcycles Tiger","Manual","Bensin",28277,"Indonesia",18
2018,"Honda","Motorcycles CBR 250 RR ABS","Manual","Gas",4000,"Jakarta Barat",56
2014,"MV","Agusta F4","Manual","Bensin",7300,"Kota Jkt Utara",420
2017,"Yamaha","X-MAX ABS","Otomatis","Bensin",7000,"Bogor",48
2013,"Piaggio","LX 150","Otomatis","Bensin",22000,"Kota Bks",23.5
2016,"Kawasaki","KLX 150BF SE","Manual","Bensin",17000,"Tangerang",25.5
2012,"Honda","Motorcycles Mega Pro","Manual","Bensin",60000,"Semarang",10
2013,"Kawasaki","Ninja 150R","Manual","Bensin",31000,"Indonesia",17
2015,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",9
2014,"Honda","Motorcycles Beat Fi","Otomatis","Bensin",1,"Indonesia",6
2019,"Honda","Motorcycles Scoopy Esp","Otomatis","Bensin",1,"Indonesia",17.5
2017,"Honda","Motorcycles Vario","Otomatis","Bensin",1,"Indonesia",13.5
2017,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",10
2009,"Yamaha","Jupiter Mx","Manual","Bensin",1,"Indonesia",4.5
2018,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",13.5
2018,"Honda","Motorcycles Vario 125","Otomatis","Bensin",1,"Indonesia",15.5
2018,"Honda","Motorcycles Pcx","Otomatis","Bensin",1,"Indonesia",27
2018,"Honda","Motorcycles Scoopy Esp","Otomatis","Bensin",1,"Indonesia",16
2011,"Honda","Motorcycles Supra X","Manual","Bensin",1,"Indonesia",7
2019,"Honda","Motorcycles Beat Esp","Otomatis","Bensin",1,"Indonesia",14
2018,"Honda","Motorcycles Scoopy Esp","Otomatis","Bensin",1,"Indonesia",16
2019,"Honda","Motorcycles Sonic","Manual","Bensin",1,"Indonesia",15.5
2018,"Honda","Motorcycles Beat Street","Otomatis","Bensin",1,"Indonesia",13
2018,"Honda","Motorcycles Scoopy Esp","Otomatis","Bensin",1,"Indonesia",16.5
2017,"Honda","Motorcycles Vario 150","Otomatis","Bensin",1,"Indonesia",15
2017,"Honda","Motorcycles Supra X New 125 FI","Manual","Bensin",9400,"Indonesia",12.5
2015,"Honda","Motorcycles Vario Techno 150","Otomatis","Bensin",93210,"Sukabumi",13
2016,"Yamaha","Xabre","Otomatis","Bensin",27000,"Indonesia",19
1977,"Piaggio","Vespa Super","Manual","Bensin",123456,"Tangerang",12.5
2004,"Piaggio","Vespa PX 150 exclusive-2","Manual","Bensin",123456,"Tangerang",19.5
2015,"Kawasaki","Ninja KRR 150R","Manual","Bensin",17000,"Jakarta Timur",27
2015,"Yamaha","NMax ABS","Otomatis","Bensin",33263,"Kota Jakarta Selatan",25
