"year","manufacturer","type","gearshift","fuel","distance","city","price"
2013,"DAIHATSU","XENIA","MANUAL","BENSIN",97000,"JAKARTA TIMUR",9.8e+10
2015,"DAIHATSU","XENIA","MANUAL","BENSIN",110000,"JAKARTA TIMUR",1.125e+11
2016,"TOYOTA","CALYA","MANUAL","BENSIN",17000,"JAKARTA TIMUR",9.75e+10
2015,"DAIHATSU","AYLA","MANUAL","BENSIN",20000,"JAKARTA TIMUR",7e+10
2018,"SUZUKI","ERTIGA","MANUAL","BENSIN",17000,"JAKARTA TIMUR",1.475e+11
2016,"DAIHATSU","XENIA","MANUAL","BENSIN",55000,"JAKARTA TIMUR",1.2e+11
2013,"DAIHATSU","TERIOS","MANUAL","BENSIN",150000,"JAKARTA TIMUR",1.25e+11
2016,"TOYOTA","AVANZA","MANUAL","BENSIN",55000,"JAKARTA TIMUR",1.45e+11
2013,"TOYOTA","KIJANG INNOVA","OTOMATIS","SOLAR",170000,"JAKARTA TIMUR",1.9e+11
2016,"TOYOTA","AVANZA","OTOMATIS","BENSIN",40000,"JAKARTA TIMUR",1.25e+11
2012,"DAIHATSU","XENIA","MANUAL","BENSIN",105000,"JAKARTA TIMUR",1.025e+11
2015,"DAIHATSU","XENIA","MANUAL","BENSIN",1e+05,"JAKARTA TIMUR",1.125e+11
2017,"TOYOTA","CALYA","OTOMATIS","BENSIN",20000,"MALANG",1.18e+11
2014,"TOYOTA","AVANZA","MANUAL","BENSIN",69000,"MALANG",1.28e+11
2014,"DAIHATSU","AYLA","MANUAL","BENSIN",78000,"MALANG",8.2e+10
2012,"DAIHATSU","XENIA","MANUAL","BENSIN",105000,"JAKARTA TIMUR",1.025e+11
2017,"HONDA","BRIO","MANUAL","BENSIN",37000,"JAKARTA TIMUR",1.075e+11
2008,"TOYOTA","YARIS","OTOMATIS","BENSIN",80000,"JAKARTA TIMUR",9e+10
2017,"HONDA","BRIO","MANUAL","BENSIN",37000,"JAKARTA TIMUR",1.075e+11
2008,"TOYOTA","YARIS","OTOMATIS","BENSIN",80000,"JAKARTA TIMUR",9e+10
2012,"NISSAN","GRAND","OTOMATIS","BENSIN",80000,"JAKARTA TIMUR",9.75e+10
2014,"NISSAN","GRAND","MANUAL","BENSIN",17000,"MALANG",1.28e+11
2012,"TOYOTA","YARIS","OTOMATIS","BENSIN",87000,"MALANG",1.27e+11
2009,"HONDA","JAZZ","OTOMATIS","BENSIN",1e+05,"MALANG",1.35e+11
2013,"DAIHATSU","XENIA","MANUAL","BENSIN",89000,"MALANG",1.17e+11
2011,"HONDA","JAZZ","OTOMATIS","BENSIN",1e+05,"MALANG",1.45e+11
2009,"TOYOTA","KIJANG INNOVA","OTOMATIS","SOLAR",1e+05,"MALANG",1.6e+11
2016,"TOYOTA","AVANZA","MANUAL","BENSIN",47000,"MALANG",1.43e+11
2014,"HONDA","BRIO","OTOMATIS","BENSIN",70000,"MALANG",1.13e+11
2016,"DAIHATSU","XENIA","MANUAL","BENSIN",45000,"JAKARTA TIMUR",1.325e+11
2011,"NISSAN","GRAND","MANUAL","BENSIN",120000,"JAKARTA TIMUR",8.25e+10
2016,"TOYOTA","AVANZA","MANUAL","BENSIN",59000,"JAKARTA TIMUR",1.45e+11
2017,"TOYOTA","AVANZA","MANUAL","BENSIN",17000,"JAKARTA TIMUR",1.75e+11
2014,"TOYOTA","AVANZA","OTOMATIS","BENSIN",74000,"JAKARTA TIMUR",1.3e+11
2013,"TOYOTA","AVANZA","MANUAL","BENSIN",190000,"JAKARTA TIMUR",1.05e+11
2018,"DAIHATSU","XENIA","MANUAL","BENSIN",13000,"TANGERANG",1.34e+11
2016,"TOYOTA","AVANZA","MANUAL","BENSIN",68000,"TANGERANG",1.36e+11
2014,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",75000,"JAKARTA TIMUR",3e+11
2018,"2018","TOYOTA","OTOMATIS","BENSIN",11100,"TANGERANG",1.11e+11
2015,"SUZUKI","ERTIGA","OTOMATIS","BENSIN",80000,"JAKARTA TIMUR",1.3e+11
2017,"TOYOTA","CALYA","OTOMATIS","BENSIN",19122,"TANGERANG",1.08e+11
2017,"TOYOTA","CALYA","OTOMATIS","BENSIN",24000,"JAKARTA TIMUR",1.125e+11
2016,"DAIHATSU","XENIA","MANUAL","BENSIN",54123,"TANGERANG",1.19e+11
2015,"TOYOTA","AVANZA","MANUAL","BENSIN",67750,"TANGERANG",1.33e+11
2012,"MITSUBISHI","OUTLANDER","OTOMATIS","BENSIN",44000,"JAKARTA TIMUR",1.65e+11
2016,"SUZUKI","ERTIGA","MANUAL","BENSIN",44000,"JAKARTA TIMUR",1.3e+11
2017,"HONDA","MOBILIO","OTOMATIS","BENSIN",42356,"TANGERANG",1.53e+11
2018,"TOYOTA","CALYA","MANUAL","BENSIN",30000,"JAKARTA TIMUR",1.05e+11
2015,"SUZUKI","ERTIGA","OTOMATIS","BENSIN",75000,"JAKARTA TIMUR",1.25e+11
2012,"MITSUBISHI","PAJERO","OTOMATIS","SOLAR",78125,"TANGERANG",2.29e+11
2014,"TOYOTA","AVANZA","MANUAL","BENSIN",84000,"JAKARTA TIMUR",1.175e+11
2012,"MITSUBISHI","PAJERO","OTOMATIS","SOLAR",77000,"JAKARTA BARAT",2.29e+11
2015,"HONDA","MOBILIO","OTOMATIS","BENSIN",62000,"JAKARTA TIMUR",1.375e+11
2012,"TOYOTA","YARIS","OTOMATIS","BENSIN",63000,"JAKARTA TIMUR",1.225e+11
2016,"TOYOTA","AGYA","MANUAL","BENSIN",45000,"JAKARTA TIMUR",8.75e+10
2014,"TOYOTA","AVANZA","OTOMATIS","BENSIN",89000,"JAKARTA TIMUR",1.175e+11
2015,"TOYOTA","KIJANG INNOVA","OTOMATIS","BENSIN",50000,"JAKARTA TIMUR",1.95e+11
2017,"DAIHATSU","XENIA","MANUAL","BENSIN",48000,"JAKARTA TIMUR",1.275e+11
2018,"DAIHATSU","XENIA","MANUAL","BENSIN",13000,"JAKARTA BARAT",1.34e+11
2017,"HONDA","MOBILIO","OTOMATIS","BENSIN",40000,"JAKARTA BARAT",1.53e+11
2015,"HONDA","MOBILIO","OTOMATIS","BENSIN",59000,"JAKARTA TIMUR",1.325e+11
2015,"TOYOTA","AVANZA","MANUAL","BENSIN",67770,"JAKARTA BARAT",1.331e+11
2014,"TOYOTA","KIJANG INNOVA","OTOMATIS","BENSIN",80000,"JAKARTA TIMUR",1.675e+11
2018,"DAIHATSU","AYLA","MANUAL","BENSIN",3400,"JAKARTA TIMUR",8e+10
2016,"DAIHATSU","TERIOS","OTOMATIS","BENSIN",67000,"JAKARTA TIMUR",1.4e+11
2015,"DAIHATSU","XENIA","MANUAL","BENSIN",80000,"TANGERANG",1.05e+11
2013,"SUZUKI","ERTIGA","MANUAL","BENSIN",95000,"JAKARTA TIMUR",1.1e+11
2013,"HONDA","BRIO","OTOMATIS","BENSIN",88000,"TANGERANG",9.9e+10
2016,"SUZUKI","ERTIGA","OTOMATIS","BENSIN",69000,"JAKARTA TIMUR",1.35e+11
2017,"TOYOTA","CALYA","OTOMATIS","BENSIN",35000,"JAKARTA TIMUR",1.1e+11
2017,"TOYOTA","YARIS","OTOMATIS","BENSIN",58000,"JAKARTA TIMUR",1.875e+11
2005,"TOYOTA","AVANZA","MANUAL","BENSIN",230000,"JAKARTA TIMUR",7.5e+10
2015,"TOYOTA","RUSH","OTOMATIS","BENSIN",84000,"JAKARTA TIMUR",1.475e+11
2018,"TOYOTA","AVANZA","MANUAL","BENSIN",23250,"TANGERANG",1.33e+11
2012,"MITSUBISHI","PAJERO","OTOMATIS","SOLAR",78000,"TANGERANG",2.29e+11
2018,"TOYOTA","AVANZA","MANUAL","BENSIN",22000,"TANGERANG",1.33e+11
2018,"DAIHATSU","XENIA","MANUAL","BENSIN",13000,"TANGERANG",1.36e+11
2017,"HONDA","MOBILIO","OTOMATIS","BENSIN",42000,"TANGERANG",1.53e+11
2015,"TOYOTA","AVANZA","MANUAL","BENSIN",67000,"TANGERANG",1.33e+11
2016,"DAIHATSU","XENIA","MANUAL","BENSIN",54000,"TANGERANG",1.19e+11
2016,"DAIHATSU","XENIA","MANUAL","BENSIN",54000,"TANGERANG",1.19e+11
2016,"TOYOTA","AVANZA","MANUAL","BENSIN",68000,"TANGERANG",1.36e+11
2018,"TOYOTA","CALYA","OTOMATIS","BENSIN",11000,"TANGERANG",1.11e+11
2018,"DAIHATSU","XENIA","MANUAL","BENSIN",13000,"TANGERANG",1.34e+11
2013,"HONDA","BRIO","OTOMATIS","BENSIN",91000,"TANGERANG",9.9e+10
2017,"TOYOTA","YARIS","MANUAL","BENSIN",22000,"BEKASI",1.7e+11
2014,"FORD","ECOSPORT","OTOMATIS","BENSIN",67000,"TANGERANG SELATAN",1.42e+11
2017,"HONDA","BRIO","OTOMATIS","BENSIN",20000,"TANGERANG SELATAN",1.4e+11
2018,"TOYOTA","KIJANG INNOVA","OTOMATIS","SOLAR",11000,"SURABAYA",3.2e+11
2018,"DAIHATSU","XENIA","OTOMATIS","BENSIN",15000,"TANGERANG SELATAN",1.55e+11
2013,"HONDA","JAZZ","MANUAL","BENSIN",48000,"SURABAYA",1.7e+11
2007,"DAIHATSU","XENIA","MANUAL","BENSIN",121000,"SURABAYA",8.3e+10
2015,"MERCEDES-BENZ","CLA","OTOMATIS","BENSIN",29000,"JAKARTA PUSAT",5e+11
2016,"HONDA","CIVIC","OTOMATIS","BENSIN",23000,"JAKARTA PUSAT",3.79e+11
2017,"MITSUBISHI","PAJERO","OTOMATIS","SOLAR",31300,"BEKASI",4.29e+11
2013,"TOYOTA","KIJANG INNOVA","MANUAL","BENSIN",57500,"BEKASI",1.79e+11
2017,"HONDA","MOBILIO","OTOMATIS","BENSIN",15000,"JAKARTA BARAT",1.75e+11
2018,"TOYOTA","CALYA","OTOMATIS","BENSIN",32001,"JAKARTA BARAT",1.13e+11
2013,"TOYOTA","RUSH","MANUAL","BENSIN",35001,"JAKARTA BARAT",1.38e+11
2018,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",19001,"JAKARTA BARAT",4.3e+11
2015,"TOYOTA","KIJANG INNOVA","OTOMATIS","BENSIN",70000,"BEKASI",1.9e+11
2016,"TOYOTA","CALYA","OTOMATIS","BENSIN",30000,"JAKARTA UTARA",1.01e+11
2018,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",19001,"JAKARTA BARAT",4.3e+11
2014,"FORD","ECOSPORT","OTOMATIS","BENSIN",52000,"JAKARTA BARAT",1.3e+11
2015,"NISSAN","GRAND","OTOMATIS","BENSIN",39000,"TANGERANG SELATAN",1.25e+11
2014,"TOYOTA","AVANZA","OTOMATIS","BENSIN",2000,"TANGERANG SELATAN",1.25e+11
2019,"TOYOTA","CALYA","MANUAL","BENSIN",3000,"MALANG",1.39e+11
2017,"TOYOTA","YARIS","OTOMATIS","BENSIN",37000,"MALANG",2.05e+11
2019,"TOYOTA","CALYA","MANUAL","BENSIN",3000,"MALANG",1.39e+11
2017,"TOYOTA","YARIS","OTOMATIS","BENSIN",37000,"MALANG",2.05e+11
2018,"TOYOTA","RUSH","OTOMATIS","BENSIN",25000,"JAKARTA UTARA",2.22e+11
2013,"DAIHATSU","XENIA","MANUAL","BENSIN",103000,"DEPOK",1.1e+11
2014,"DAIHATSU","XENIA","MANUAL","BENSIN",80000,"JAKARTA TIMUR",9.8e+10
2016,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",21000,"JAKARTA UTARA",3.95e+11
2017,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",41000,"JAKARTA UTARA",4.05e+11
2013,"DAIHATSU","TERIOS","MANUAL","BENSIN",86000,"JAKARTA UTARA",1.15e+11
2013,"MITSUBISHI","PAJERO","OTOMATIS","SOLAR",96000,"JAKARTA UTARA",2.4e+11
2007,"TOYOTA","RUSH","MANUAL","BENSIN",70000,"JAKARTA UTARA",1.25e+11
2016,"HONDA","ODYSSEY","OTOMATIS","BENSIN",41000,"JAKARTA UTARA",4.89e+11
2016,"HONDA","ODYSSEY","OTOMATIS","BENSIN",51000,"JAKARTA UTARA",4.79e+11
2014,"TOYOTA","FORTUNER","OTOMATIS","BENSIN",39000,"JAKARTA UTARA",2.89e+11
2016,"TOYOTA","KIJANG INNOVA","OTOMATIS","SOLAR",37000,"JAKARTA UTARA",3.11e+11
2012,"JEEP","WRANGLER","OTOMATIS","BENSIN",31000,"JAKARTA UTARA",7.75e+11
2011,"TOYOTA","KIJANG INNOVA","OTOMATIS","BENSIN",75000,"JAKARTA UTARA",1.25e+11
2017,"HONDA","JAZZ","OTOMATIS","BENSIN",10000,"MALANG",2.4e+11
2015,"DAIHATSU","XENIA","MANUAL","BENSIN",66956,"BEKASI",1.35e+11
2011,"TOYOTA","YARIS","OTOMATIS","BENSIN",126000,"BEKASI",1.15e+11
2014,"TOYOTA","RUSH","OTOMATIS","BENSIN",77700,"BEKASI",1.55e+11
2013,"SUZUKI","ERTIGA","MANUAL","BENSIN",80000,"BEKASI",1.25e+11
2016,"MITSUBISHI","OUTLANDER","OTOMATIS","BENSIN",32000,"BEKASI",2.25e+11
2015,"HONDA","MOBILIO","OTOMATIS","BENSIN",73000,"TANGERANG",1.285e+11
2012,"TOYOTA","RUSH","OTOMATIS","BENSIN",110000,"BEKASI",1.35e+11
2013,"TOYOTA","KIJANG INNOVA","OTOMATIS","BENSIN",120000,"BEKASI",1.5e+11
2016,"TOYOTA","KIJANG INNOVA","MANUAL","BENSIN",4000,"MALANG",2.5e+11
2018,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",10000,"DKI JAKARTA",4.75e+11
2018,"TOYOTA","RUSH","OTOMATIS","BENSIN",31000,"TANGERANG",2.12e+11
2016,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",60000,"TANGERANG",3.6e+11
2014,"HONDA","MOBILIO","OTOMATIS","BENSIN",37000,"JAKARTA PUSAT",1.39e+11
2013,"MITSUBISHI","OUTLANDER","OTOMATIS","BENSIN",65000,"JAKARTA PUSAT",1.85e+11
2004,"PORSCHE","BOXSTER","OTOMATIS","BENSIN",29000,"JAKARTA PUSAT",5.25e+11
2014,"TOYOTA","KIJANG INNOVA","OTOMATIS","BENSIN",10400,"JAKARTA PUSAT",1.89e+11
2013,"MITSUBISHI","OUTLANDER","OTOMATIS","BENSIN",63000,"JAKARTA PUSAT",1.85e+11
2013,"MITSUBISHI","OUTLANDER","OTOMATIS","BENSIN",40000,"JAKARTA PUSAT",1.75e+11
2016,"MINI","COOPER","OTOMATIS","BENSIN",2000,"JAKARTA PUSAT",7.75e+11
2016,"MINI","COOPER","OTOMATIS","BENSIN",2700,"JAKARTA PUSAT",7.75e+11
2018,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",24000,"JAKARTA PUSAT",4.65e+11
2015,"HONDA","JAZZ","OTOMATIS","BENSIN",78000,"JAKARTA PUSAT",1.69e+11
2012,"TOYOTA","RUSH","OTOMATIS","BENSIN",87000,"JAKARTA PUSAT",1.49e+11
2008,"TOYOTA","YARIS","OTOMATIS","BENSIN",85000,"JAKARTA PUSAT",1.05e+11
2005,"TOYOTA","AVANZA","MANUAL","BENSIN",240000,"JAKARTA SELATAN",7.4e+10
2013,"NISSAN","GRAND","OTOMATIS","BENSIN",70000,"JAKARTA SELATAN",9.9e+10
2017,"SUZUKI","ERTIGA","OTOMATIS","BENSIN",50000,"BEKASI",1.5e+11
2015,"TOYOTA","AVANZA","OTOMATIS","BENSIN",55000,"BEKASI",1.35e+11
2014,"NISSAN","GRAND","OTOMATIS","BENSIN",63000,"TANGERANG SELATAN",1.3e+11
2018,"SUZUKI","ERTIGA","MANUAL","BENSIN",10000,"JAKARTA BARAT",1.65e+11
2016,"MITSUBISHI","PAJERO","OTOMATIS","SOLAR",65000,"JAKARTA BARAT",4.05e+11
2017,"HONDA","MOBILIO","MANUAL","BENSIN",25000,"JAKARTA BARAT",1.65e+11
2008,"NISSAN","GRAND","OTOMATIS","BENSIN",95000,"JAKARTA TIMUR",7.3e+10
2017,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",5000,"JAKARTA BARAT",4.2e+11
2016,"SUZUKI","ERTIGA","MANUAL","BENSIN",21000,"MALANG",1.605e+11
2011,"TOYOTA","KIJANG INNOVA","OTOMATIS","SOLAR",124000,"MALANG",1.905e+11
2012,"MITSUBISHI","PAJERO","OTOMATIS","SOLAR",647000,"MALANG",2.8e+11
2010,"DAIHATSU","XENIA","MANUAL","BENSIN",125000,"MALANG",1.02e+11
2015,"TOYOTA","KIJANG INNOVA","MANUAL","SOLAR",61000,"MALANG",3.105e+11
2014,"TOYOTA","KIJANG INNOVA","MANUAL","SOLAR",74000,"MALANG",2.3e+11
2017,"TOYOTA","CALYA","OTOMATIS","BENSIN",33000,"MALANG",1.2e+11
2015,"TOYOTA","AVANZA","MANUAL","BENSIN",13000,"MALANG",1.6475e+11
2013,"DAIHATSU","XENIA","MANUAL","BENSIN",49000,"MALANG",1e+11
2016,"HONDA","BRIO","OTOMATIS","BENSIN",32000,"JAKARTA UTARA",1.35e+11
2015,"HONDA","ODYSSEY","OTOMATIS","BENSIN",50000,"JAKARTA UTARA",4.25e+11
2017,"MITSUBISHI","PAJERO","OTOMATIS","SOLAR",35000,"JAKARTA UTARA",4.1e+11
2017,"TOYOTA","KIJANG INNOVA","OTOMATIS","BENSIN",29000,"JAKARTA SELATAN",2.54e+11
2008,"HONDA","JAZZ","OTOMATIS","BENSIN",174000,"TANGERANG",1.15e+11
2010,"DAIHATSU","TERIOS","MANUAL","BENSIN",109000,"JAKARTA SELATAN",1.14e+11
2009,"TOYOTA","RUSH","OTOMATIS","BENSIN",103000,"JAKARTA SELATAN",1.14e+11
2016,"MITSUBISHI","PAJERO","OTOMATIS","SOLAR",27000,"JAKARTA SELATAN",4.19e+11
2012,"TOYOTA","YARIS","MANUAL","BENSIN",140000,"JAKARTA SELATAN",1.1e+11
2017,"HONDA","MOBILIO","OTOMATIS","BENSIN",30000,"JAKARTA SELATAN",1.55e+11
2016,"SUZUKI","ERTIGA","OTOMATIS","BENSIN",60000,"JAKARTA SELATAN",1.28e+11
2010,"FORD","FIESTA","OTOMATIS","BENSIN",40000,"JAKARTA SELATAN",7.8e+10
2018,"HONDA","BRIO","OTOMATIS","BENSIN",23000,"TANGERANG",1.295e+11
2018,"TOYOTA","CALYA","OTOMATIS","BENSIN",11000,"JAKARTA BARAT",1.111e+11
2017,"MITSUBISHI","PAJERO","OTOMATIS","SOLAR",79000,"TANGERANG",3.92e+11
2013,"TOYOTA","YARIS","OTOMATIS","BENSIN",97328,"JAKARTA TIMUR",1.1e+11
2009,"DAIHATSU","XENIA","MANUAL","BENSIN",92000,"JAKARTA TIMUR",7.3e+10
2011,"DAIHATSU","XENIA","OTOMATIS","BENSIN",82000,"JAKARTA TIMUR",8.5e+10
2010,"NISSAN","GRAND","OTOMATIS","BENSIN",89000,"JAKARTA TIMUR",8.6e+10
2013,"SUZUKI","ERTIGA","MANUAL","BENSIN",82000,"JAKARTA TIMUR",1.15e+11
2014,"DAIHATSU","XENIA","MANUAL","BENSIN",67000,"JAKARTA TIMUR",8.9e+10
2015,"TOYOTA","RUSH","OTOMATIS","BENSIN",30000,"JAKARTA UTARA",1.49e+11
2014,"HONDA","MOBILIO","OTOMATIS","BENSIN",64000,"MALANG",1.4e+11
2013,"HONDA","JAZZ","OTOMATIS","BENSIN",80000,"MALANG",1.75e+11
2017,"2016","HONDA","OTOMATIS","BENSIN",37000,"MALANG",1.35e+11
2014,"TOYOTA","FORTUNER","MANUAL","BENSIN",53000,"BEKASI",2.65e+11
2016,"DAIHATSU","XENIA","MANUAL","BENSIN",44000,"BEKASI",1.4e+11
2014,"TOYOTA","AVANZA","MANUAL","BENSIN",68000,"BEKASI",1.25e+11
2017,"SUZUKI","ERTIGA","OTOMATIS","BENSIN",30000,"JAKARTA UTARA",1.48e+11
2019,"HONDA","BRIO","OTOMATIS","BENSIN",10000,"JAKARTA UTARA",1.49e+11
2016,"SUZUKI","ERTIGA","OTOMATIS","BENSIN",31000,"JAKARTA UTARA",1.55e+11
2013,"NISSAN","GRAND","MANUAL","BENSIN",80000,"BEKASI",1.05e+11
2016,"TOYOTA","AVANZA","OTOMATIS","BENSIN",61000,"BEKASI",1.3e+11
2016,"TOYOTA","KIJANG INNOVA","MANUAL","BENSIN",40000,"TANGERANG",2.455e+11
2018,"DAIHATSU","XENIA","MANUAL","BENSIN",17000,"JAKARTA TIMUR",1.25e+11
2014,"TOYOTA","AVANZA","MANUAL","BENSIN",54000,"MALANG",1.475e+11
2013,"DAIHATSU","XENIA","MANUAL","BENSIN",75000,"MALANG",1.175e+11
2013,"TOYOTA","YARIS","MANUAL","BENSIN",70000,"MALANG",1.4e+11
2014,"HONDA","BRIO","MANUAL","BENSIN",61000,"MALANG",1.125e+11
2014,"HONDA","MOBILIO","MANUAL","BENSIN",64000,"MALANG",1.425e+11
2017,"DAIHATSU","XENIA","MANUAL","BENSIN",32000,"MALANG",1.65e+11
2013,"DAIHATSU","TERIOS","MANUAL","BENSIN",29000,"MALANG",1.49e+11
2014,"TOYOTA","AVANZA","MANUAL","BENSIN",59000,"MALANG",1.57e+11
2010,"TOYOTA","FORTUNER","MANUAL","BENSIN",160000,"MALANG",2.3e+11
2014,"DAIHATSU","XENIA","MANUAL","BENSIN",49000,"MALANG",1.39e+11
2012,"DAIHATSU","TERIOS","MANUAL","BENSIN",29000,"MALANG",1.49e+11
2015,"TOYOTA","AVANZA","MANUAL","BENSIN",26000,"MALANG",1.65e+11
2016,"DAIHATSU","AYLA","OTOMATIS","BENSIN",30000,"MALANG",9.8e+10
2015,"NISSAN","GRAND","MANUAL","BENSIN",48000,"TANGERANG",1.15e+11
2011,"DAIHATSU","XENIA","MANUAL","BENSIN",105000,"TANGERANG",8e+10
2004,"TOYOTA","AVANZA","MANUAL","BENSIN",123000,"JAKARTA PUSAT",8.9e+10
2018,"SUZUKI","ERTIGA","OTOMATIS","BENSIN",15000,"JAKARTA UTARA",1.59e+11
2018,"TOYOTA","KIJANG INNOVA","OTOMATIS","SOLAR",38000,"DKI JAKARTA",2.82e+11
2016,"TOYOTA","YARIS","OTOMATIS","BENSIN",9000,"JAKARTA UTARA",1.75e+11
2018,"SUZUKI","ERTIGA","OTOMATIS","BENSIN",6000,"TANGERANG",1.77e+11
2013,"TOYOTA","YARIS","OTOMATIS","BENSIN",70000,"DKI JAKARTA",1.16e+11
2012,"NISSAN","GRAND","OTOMATIS","BENSIN",80000,"DKI JAKARTA",8.35e+10
2014,"TOYOTA","KIJANG INNOVA","OTOMATIS","SOLAR",90000,"TANGERANG",2.105e+11
2013,"NISSAN","GRAND","OTOMATIS","BENSIN",51000,"JAKARTA SELATAN",1.1e+11
2018,"TOYOTA","RUSH","OTOMATIS","BENSIN",10000,"MALANG",2.38e+11
2013,"TOYOTA","YARIS","OTOMATIS","BENSIN",28000,"MALANG",1.65e+11
2015,"TOYOTA","KIJANG INNOVA","OTOMATIS","SOLAR",65000,"MALANG",2.5e+11
2017,"HONDA","BRIO","OTOMATIS","BENSIN",23000,"MALANG",1.4e+11
2016,"TOYOTA","AVANZA","MANUAL","BENSIN",35000,"JAKARTA TIMUR",1.3e+11
2015,"MITSUBISHI","OUTLANDER","OTOMATIS","BENSIN",50000,"JAKARTA TIMUR",1.6e+11
2016,"MITSUBISHI","PAJERO","OTOMATIS","SOLAR",25000,"JAKARTA PUSAT",4.03e+11
2014,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",70000,"DKI JAKARTA",2.59e+11
2018,"TOYOTA","RUSH","OTOMATIS","BENSIN",8000,"JAKARTA PUSAT",2.22e+11
2016,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",21000,"JAKARTA PUSAT",3.79e+11
2018,"HONDA","MOBILIO","OTOMATIS","BENSIN",3000,"DKI JAKARTA",1.66e+11
2017,"HONDA","BRIO","OTOMATIS","BENSIN",28000,"MALANG",1.37e+11
2015,"DAIHATSU","AYLA","MANUAL","BENSIN",48000,"MALANG",9.5e+10
2017,"TOYOTA","YARIS","OTOMATIS","BENSIN",23000,"MALANG",2.15e+11
2008,"DAIHATSU","XENIA","MANUAL","BENSIN",116000,"BEKASI",8.5e+10
2013,"DAIHATSU","TERIOS","OTOMATIS","BENSIN",62000,"JAKARTA SELATAN",1.35e+11
2015,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",90000,"TANGERANG SELATAN",2.7e+11
2016,"HONDA","BRIO","OTOMATIS","BENSIN",20000,"TANGERANG SELATAN",1.3e+11
2016,"TOYOTA","YARIS","OTOMATIS","BENSIN",50000,"MALANG",1.8e+11
2003,"TOYOTA","KIJANG SX","MANUAL","BENSIN",129000,"MALANG",7.5e+10
2015,"TOYOTA","AVANZA","MANUAL","BENSIN",54000,"MALANG",1.55e+11
2018,"DAIHATSU","AYLA","MANUAL","BENSIN",15000,"MALANG",1.25e+11
2013,"SUZUKI","ERTIGA","OTOMATIS","BENSIN",78000,"MALANG",1.35e+11
2014,"TOYOTA","AVANZA","OTOMATIS","BENSIN",8.9e+07,"JAKARTA SELATAN",1.35e+11
2017,"DAIHATSU","TERIOS","MANUAL","BENSIN",18000,"MALANG",1.88e+11
2014,"TOYOTA","RUSH","OTOMATIS","BENSIN",77000,"BEKASI",1.48e+11
2018,"DAIHATSU","TERIOS","MANUAL","BENSIN",20000,"TANGERANG",1.995e+11
2018,"TOYOTA","RUSH","MANUAL","BENSIN",19000,"TANGERANG",2.075e+11
2015,"TOYOTA","YARIS","OTOMATIS","BENSIN",76000,"TANGERANG",1.61e+11
2018,"HONDA","BRIO","OTOMATIS","BENSIN",13000,"JAKARTA UTARA",1.37e+11
2013,"TOYOTA","KIJANG INNOVA","OTOMATIS","BENSIN",125000,"TANGERANG",1.595e+11
2018,"HONDA","JAZZ","OTOMATIS","BENSIN",15000,"JAKARTA PUSAT",2.34e+11
2017,"SUZUKI","ERTIGA","MANUAL","BENSIN",38000,"JAKARTA TIMUR",1.3e+11
2015,"TOYOTA","RUSH","OTOMATIS","BENSIN",30877,"BEKASI",1.83e+11
2012,"TOYOTA","RUSH","OTOMATIS","BENSIN",105173,"BEKASI",1.4e+11
2009,"DAIHATSU","TERIOS","MANUAL","BENSIN",164250,"BEKASI",1.14e+11
2015,"TOYOTA","KIJANG INNOVA","MANUAL","BENSIN",80000,"BEKASI",1.76e+11
2013,"DAIHATSU","SIRION","MANUAL","BENSIN",43000,"DKI JAKARTA",8.25e+10
2019,"TOYOTA","AVANZA","MANUAL","BENSIN",3600,"JAKARTA TIMUR",1.775e+11
2016,"TOYOTA","AGYA","MANUAL","BENSIN",4500,"SURABAYA",1.1e+11
2013,"NISSAN","GRAND","MANUAL","BENSIN",98000,"SURABAYA",1.375e+11
2017,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",52000,"SURABAYA",4.3e+11
2016,"TOYOTA","AVANZA","MANUAL","BENSIN",80000,"SURABAYA",1.65e+11
2018,"HONDA","MOBILIO","OTOMATIS","BENSIN",18000,"SURABAYA",2.05e+11
2018,"HONDA","BRIO","MANUAL","BENSIN",14000,"SURABAYA",1.4e+11
2016,"NISSAN","GRAND","MANUAL","BENSIN",65000,"SURABAYA",1.65e+11
2017,"HONDA","BRIO","MANUAL","BENSIN",42000,"SURABAYA",1.37e+11
2019,"TOYOTA","CALYA","OTOMATIS","BENSIN",4000,"SURABAYA",1.4e+11
2015,"MITSUBISHI","OUTLANDER","OTOMATIS","BENSIN",42000,"DEPOK",2.05e+11
2012,"TOYOTA","FORTUNER","OTOMATIS","SOLAR",123000,"DEPOK",2.4e+11
2018,"TOYOTA","YARIS","OTOMATIS","BENSIN",25000,"JAKARTA SELATAN",2.28e+11
